,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,Las Vegas,real_estate_agent,https://www.cian.ru/rent/flat/307762293/,Москва,rent,flat,6,8,3,126.0,470000,0,Якиманка,Софийская набережная,34,Третьяковская,
1,Las Vegas,real_estate_agent,https://www.cian.ru/rent/flat/307722137/,Москва,rent,flat,10,10,3,220.0,750000,0,Якиманка, Малая Полянка,2,Третьяковская,
2,ID 13072169,unknown,https://www.cian.ru/rent/flat/307713460/,Москва,rent,flat,5,5,3,61.0,150000,0,Замоскворечье,Большая Татарская ,44,Третьяковская,
3,Las Vegas,real_estate_agent,https://www.cian.ru/rent/flat/307703681/,Москва,rent,flat,4,6,3,95.0,380000,0,Замоскворечье, Малая Ордынка,19,Третьяковская,
4,Trust Realty,real_estate_agent,https://www.cian.ru/rent/flat/307587284/,Москва,rent,flat,2,5,3,75.0,550000,0,Замоскворечье,Садовническая ,29,Третьяковская,
5,Артем Андреев,realtor,https://www.cian.ru/rent/flat/307560917/,Москва,rent,flat,3,6,3,110.0,750000,0,Замоскворечье,Садовническая набережная,7,Третьяковская,
6,Артем Андреев,realtor,https://www.cian.ru/rent/flat/307464804/,Москва,rent,flat,2,5,3,75.0,550000,0,Замоскворечье,,,Третьяковская,Балчуг Резиденс ЖК
7,Наталья Бережная,realtor,https://www.cian.ru/rent/flat/307407610/,Москва,rent,flat,1,6,3,69.0,290000,0,Замоскворечье,Пятницкая ,53/18С4,Третьяковская,
8,ДНВ Недвижимость офис Университет,real_estate_agent,https://www.cian.ru/rent/flat/307344877/,Москва,rent,flat,3,6,3,96.0,500000,0,Замоскворечье,Озерковская набережная,6,Третьяковская,
9,Las Vegas,real_estate_agent,https://www.cian.ru/rent/flat/307338275/,Москва,rent,flat,5,6,3,110.0,350000,0,Замоскворечье,Садовническая набережная,7,Третьяковская,
10,CROCUS ESTATE,real_estate_agent,https://www.cian.ru/rent/flat/307334344/,Москва,rent,flat,3,6,3,110.0,750000,0,Замоскворечье,Садовническая набережная,7,Третьяковская,
11,ENEstate,real_estate_agent,https://www.cian.ru/rent/flat/307318766/,Москва,rent,flat,7,12,3,55.0,260000,0,Якиманка, Большая Якиманка,32,Третьяковская,
12,Lucky Realty,real_estate_agent,https://www.cian.ru/rent/flat/307311836/,Москва,rent,flat,3,6,3,110.0,750000,0,Замоскворечье,Садовническая набережная,7,Третьяковская,
13,Андрей Смирнов,realtor,https://www.cian.ru/rent/flat/307294903/,Москва,rent,flat,5,6,3,120.0,650000,0,Замоскворечье,Садовническая набережная,7,Третьяковская,
14,Kalinka Group,real_estate_agent,https://www.cian.ru/rent/flat/307257485/,Москва,rent,flat,5,5,3,135.0,400000,0,Замоскворечье, Малая Ордынка,13С1,Третьяковская,
15,NEW ARK,real_estate_agent,https://www.cian.ru/rent/flat/307233152/,Москва,rent,flat,4,5,3,106.0,220000,0,Замоскворечье, Малая Ордынка,13С1А,Третьяковская,
16,Las Vegas,real_estate_agent,https://www.cian.ru/rent/flat/307105047/,Москва,rent,flat,3,6,3,112.0,750000,0,Замоскворечье,Садовническая набережная,7,Третьяковская,
17,Аврора Проперти,real_estate_agent,https://www.cian.ru/rent/flat/307038903/,Москва,rent,flat,2,6,3,80.0,600000,0,Замоскворечье, Малая Ордынка,19,Третьяковская,
18,Chase R.E.S.,real_estate_agent,https://www.cian.ru/rent/flat/306892902/,Москва,rent,flat,3,8,3,110.0,280000,0,Якиманка,Малый Толмачевский переулок,8С1,Третьяковская,
19,CapitalEstate,real_estate_agent,https://www.cian.ru/rent/flat/306853559/,Москва,rent,flat,3,6,3,112.0,750000,0,Замоскворечье,Садовническая набережная,7,Третьяковская,
20,Point Estate Город,real_estate_agent,https://www.cian.ru/rent/flat/306785156/,Москва,rent,flat,3,8,3,108.0,280000,0,Якиманка,Малый Толмачевский переулок,8С1,Третьяковская,
21,Veles Realty,real_estate_agent,https://www.cian.ru/rent/flat/306704989/,Москва,rent,flat,3,8,3,107.0,280000,0,Якиманка,Малый Толмачевский переулок,8С1,Третьяковская,
22,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/306698568/,Москва,rent,flat,3,8,3,107.0,280000,0,Якиманка,Малый Толмачевский переулок,8С1,Третьяковская,
23,Trust Realty,real_estate_agent,https://www.cian.ru/rent/flat/306679478/,Москва,rent,flat,3,8,3,107.0,280000,0,Якиманка,Малый Толмачевский переулок,8С1,Третьяковская,
24,На Петровке,real_estate_agent,https://www.cian.ru/rent/flat/306674711/,Москва,rent,flat,3,8,3,110.0,280000,0,Якиманка,Малый Толмачевский переулок,8С1,Третьяковская,
25,ИНКОМ-Недвижимость. Аренда,real_estate_agent,https://www.cian.ru/rent/flat/306652447/,Москва,rent,flat,5,5,3,150.0,350000,0,Замоскворечье,Садовническая ,25,Третьяковская,
26,Вертикаль,real_estate_agent,https://www.cian.ru/rent/flat/306560625/,Москва,rent,flat,3,7,3,110.0,280000,0,Якиманка,Малый Толмачевский переулок,8С1,Третьяковская,
27,Penny Lane Moscow,real_estate_agent,https://www.cian.ru/rent/flat/306552848/,Москва,rent,flat,3,6,3,110.0,750000,0,Замоскворечье,Садовническая набережная,7,Третьяковская,
