,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,ID 23642447,unknown,https://www.cian.ru/rent/flat/307609790/,Москва,rent,flat,2,19,3,90.0,135000,0,,проспект Прокшинский,9,Прокшино,
1,PARTNER-ESTATE,real_estate_agent,https://www.cian.ru/rent/flat/307599831/,Москва,rent,flat,2,14,3,70.0,75000,0,, Харлампиева,50к1,Прокшино,
2,ПИК-Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307591486/,Москва,rent,flat,2,16,3,90.0,135300,0,,проспект Прокшинский,9,Прокшино,
3,ID 890569,real_estate_agent,https://www.cian.ru/rent/flat/307580429/,Москва,rent,flat,1,6,3,70.2,70000,0,, Жемчужная,1к2,Прокшино,
4,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/rent/flat/307565883/,Москва,rent,flat,2,3,3,78.9,60000,0,, Генерала Трошева,20,Прокшино,
5,ОХОТНЫЙ РЯД офис Тверская,real_estate_agent,https://www.cian.ru/rent/flat/307540784/,Москва,rent,flat,14,16,3,64.0,80000,0,, Лобановский Лес,13,Прокшино,
6,СТОЛИЦА Департамент недвижимости,real_estate_agent,https://www.cian.ru/rent/flat/307497307/,Москва,rent,flat,2,3,3,81.0,45000,0,,,36,Прокшино,
7,Яна Булякова,realtor,https://www.cian.ru/rent/flat/307460782/,Москва,rent,flat,14,17,3,90.0,150000,0,, Большое Понизовье,5,Прокшино,
8,Вера Сенина,realtor,https://www.cian.ru/rent/flat/307403996/,Москва,rent,flat,12,22,3,80.0,130000,0,, Картмазовские Пруды,2к1,Прокшино,
9,Константин Ватолин,realtor,https://www.cian.ru/rent/flat/307332411/,Москва,rent,flat,4,15,3,83.0,60000,0,, Кварцевая,2к3,Прокшино,
10,Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307308007/,Москва,rent,flat,2,9,3,57.0,82000,0,,бульвар Севильский,3,Прокшино,
11,Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307045123/,Москва,rent,flat,17,17,3,52.0,130500,0,, Красулинская,22,Прокшино,
12,Далгат Атаев,realtor,https://www.cian.ru/rent/flat/306832398/,Москва,rent,flat,10,17,3,52.3,120000,0,, Лобановский Лес,13,Прокшино,
13,Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/306694429/,Москва,rent,flat,8,15,3,84.0,147000,0,, Малое Понизовье,3,Прокшино,
14,ID 72777688,unknown,https://www.cian.ru/rent/flat/306681232/,Москва,rent,flat,2,5,3,59.0,75000,0,,,108,Прокшино,
15,ID 21721,realtor,https://www.cian.ru/rent/flat/306002904/,Москва,rent,flat,5,17,3,68.0,120000,0,,проспект Прокшинский,12,Прокшино,
16,META,real_estate_agent,https://www.cian.ru/rent/flat/261177839/,Москва,rent,flat,5,9,3,65.0,115000,0,,проспект Магеллана,2,Прокшино,
17,Марина Белова,realtor,https://www.cian.ru/rent/flat/306402356/,Москва,rent,flat,9,9,2,36.0,50000,0,, Усадебный Парк,3,Прокшино,
18,ID 41040929,homeowner,https://www.cian.ru/rent/flat/303044283/,Москва,rent,flat,10,14,3,59.3,60000,0,, Стожарова,5,Крёкшино,
19,ЛендЛар,real_estate_agent,https://www.cian.ru/rent/flat/307686342/,Москва,rent,flat,6,9,3,86.0,100000,0,,бульвар Андрея Тарковского,,Рассказовка,
20,ID 74788133,homeowner,https://www.cian.ru/rent/flat/280504992/,Москва,rent,flat,5,9,3,65.0,75000,0,Теплый Стан,Профсоюзная ,156К3,Тёплый Стан,
21,Самолет плюс Троицк,real_estate_agent,https://www.cian.ru/rent/flat/307273441/,Москва,rent,flat,4,14,2,70.0,65000,0,, Александры Монаховой,5к2,Ольховая,
22,Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307057330/,Москва,rent,flat,3,12,3,61.0,70000,0,, Яворки,1к3,Кедровая,
23,СИТИМ,real_estate_agent,https://www.cian.ru/rent/flat/307355781/,Москва,rent,flat,11,15,2,39.7,70000,0,,,6к5,Прокшино,Прокшино ЖК
24,ID 18820673,homeowner,https://www.cian.ru/rent/flat/307390063/,Москва,rent,flat,6,14,2,72.0,80000,0,,проспект Магеллана,4,Прокшино,
