,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,For COMFORT,real_estate_agent,https://www.cian.ru/rent/flat/307829237/,Москва,rent,flat,3,5,3,85.0,85000,0,Очаково-Матвеевское,Озерная ,14,Очаково,
1,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307799229/,Москва,rent,flat,32,33,3,50.0,120000,0,Очаково-Матвеевское,Очаковское шоссе,5к1,Очаково,
2,Lucky Realty,real_estate_agent,https://www.cian.ru/rent/flat/307781534/,Москва,rent,flat,7,33,3,51.0,130000,0,Очаково-Матвеевское,Очаковское шоссе,5к1,Очаково,
3,Про Жильё,real_estate_agent,https://www.cian.ru/rent/flat/307762785/,Москва,rent,flat,32,33,3,55.0,120000,0,Очаково-Матвеевское,Очаковское шоссе,5к1,Очаково,
4,Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307757437/,Москва,rent,flat,22,33,3,52.0,147000,0,Очаково-Матвеевское,Очаковское шоссе,5к1.1,Очаково,
5,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307703126/,Москва,rent,flat,8,16,3,75.0,94999,0,Тропарево-Никулино,улица Мичуринский проспект Олимпийская деревня,14,Очаково,
6,ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/307697596/,Москва,rent,flat,8,16,3,75.0,95000,0,Тропарево-Никулино,улица Мичуринский проспект Олимпийская деревня,14,Очаково,
7,ID 122124968,homeowner,https://www.cian.ru/rent/flat/307683566/,Москва,rent,flat,8,16,3,75.0,95000,0,Тропарево-Никулино,улица Мичуринский проспект Олимпийская деревня,14,Очаково,
8,ID 6766492,realtor,https://www.cian.ru/rent/flat/307664565/,Москва,rent,flat,14,25,3,54.0,120000,0,Очаково-Матвеевское, Малая Очаковская,4Ак2,Очаково,
9,АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/307636933/,Москва,rent,flat,11,17,3,67.0,140000,0,Очаково-Матвеевское,Очаковское шоссе,5к1,Очаково,
10,АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/307562284/,Москва,rent,flat,11,33,3,85.0,180000,0,Очаково-Матвеевское,Очаковское шоссе,5к1,Очаково,
11,Руслан Кадиров,realtor,https://www.cian.ru/rent/flat/307527474/,Москва,rent,flat,7,33,3,55.0,130000,0,Очаково-Матвеевское,,1.1,Очаково,Матвеевский Парк ЖК
12,Комфорт,real_estate_agent,https://www.cian.ru/rent/flat/307408813/,Москва,rent,flat,20,32,3,50.0,95000,0,Очаково-Матвеевское, Малая Очаковская,4Ак2,Очаково,
13,Елена Мишич,realtor,https://www.cian.ru/rent/flat/307272204/,Москва,rent,flat,6,16,3,73.5,110000,0,Тропарево-Никулино,улица Мичуринский проспект Олимпийская деревня,22,Очаково,
14,Ирина Беленькая,realtor,https://www.cian.ru/rent/flat/307079959/,Москва,rent,flat,10,17,3,73.3,90000,0,Тропарево-Никулино,Никулинская ,15К2,Очаково,
15,Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307063607/,Москва,rent,flat,8,31,3,51.0,120000,0,Очаково-Матвеевское,Очаковское шоссе,5к1,Очаково,
16,AGORA,real_estate_agent,https://www.cian.ru/rent/flat/306863693/,Москва,rent,flat,22,32,3,57.0,150000,0,Очаково-Матвеевское,Очаковское шоссе,5к1,Очаково,
17,Владимир Фетискин,realtor,https://www.cian.ru/rent/flat/306336762/,Москва,rent,flat,5,18,3,120.0,140000,0,Тропарево-Никулино,Никулинская ,5к2,Очаково,
18,ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/306089119/,Москва,rent,flat,7,15,3,110.0,130000,0,Тропарево-Никулино, Академика Анохина,2К4,Очаково,
19,ID 16777906,unknown,https://www.cian.ru/rent/flat/302291160/,Москва,rent,flat,13,25,3,99.2,140000,0,Очаково-Матвеевское,Мичуринский проспект,80,Очаково,
20,ID 12560,realtor,https://www.cian.ru/rent/flat/254544565/,Москва,rent,flat,3,5,3,84.0,85000,0,Очаково-Матвеевское,Озерная ,14,Очаково,
21,ID 6704104,realtor,https://www.cian.ru/rent/flat/208951242/,Москва,rent,flat,2,18,3,85.0,95000,0,Очаково-Матвеевское, Наташи Ковшовой,25,Очаково,
22,ЛендЛар,real_estate_agent,https://www.cian.ru/rent/flat/307686342/,Москва,rent,flat,6,9,3,86.0,100000,0,,бульвар Андрея Тарковского,,Рассказовка,
23,ID 15391555,unknown,https://www.cian.ru/rent/flat/306903913/,Москва,rent,flat,10,25,2,75.0,100000,0,Проспект Вернадского, Удальцова,46,Мичуринский проспект,
24,ID 13287997,real_estate_agent,https://www.cian.ru/rent/flat/307460744/,Москва,rent,flat,10,17,3,110.0,200000,0,Раменки,Мичуринский проспект,11К2,Ломоносовский проспект,
