,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,Юлия Киреенкова,realtor,https://www.cian.ru/rent/flat/307748493/,Москва,rent,flat,7,17,2,57.8,65000,0,Бескудниковский,Бескудниковский бульвар,19к2,Дегунино,
1,ID 80721577,realtor,https://www.cian.ru/rent/flat/307709096/,Москва,rent,flat,2,25,2,64.0,90000,0,Отрадное, Римского-Корсакова,11к8,Дегунино,
2,ID 475159,realtor,https://www.cian.ru/rent/flat/307701499/,Москва,rent,flat,3,12,2,52.0,65000,0,Восточное Дегунино,Дубнинская ,22К3,Дегунино,
3,Татьяна Викентьева,realtor,https://www.cian.ru/rent/flat/307686238/,Москва,rent,flat,3,12,2,47.0,65000,0,Восточное Дегунино,Дубнинская ,20К1,Дегунино,
4,Ключъ,real_estate_agent,https://www.cian.ru/rent/flat/307684636/,Москва,rent,flat,10,17,2,52.0,65000,0,Бескудниковский,Дубнинская ,39,Дегунино,
5,Дмитрий Кабанов,realtor,https://www.cian.ru/rent/flat/307672121/,Москва,rent,flat,14,17,2,64.0,70000,0,Бескудниковский,Селигерская ,2,Дегунино,
6,Татьяна Чугунова,realtor,https://www.cian.ru/rent/flat/307656235/,Москва,rent,flat,1,12,2,48.0,55000,0,Отрадное,Алтуфьевское шоссе,42А,Дегунино,
7,АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/307655080/,Москва,rent,flat,9,17,2,65.0,80000,0,Отрадное, Санникова,7,Дегунино,
8,Ксения Матвеева,realtor,https://www.cian.ru/rent/flat/307633684/,Москва,rent,flat,8,14,2,54.0,65000,0,Восточное Дегунино, 800-летия Москвы,11,Дегунино,
9,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307503606/,Москва,rent,flat,9,17,2,65.0,86000,0,Отрадное, Санникова,7,Дегунино,
10,Манхэттен эстейт,real_estate_agent,https://www.cian.ru/rent/flat/307394020/,Москва,rent,flat,2,18,2,58.3,60000,0,Бескудниковский,Бескудниковский бульвар,13,Дегунино,
11,Этажи Москва,real_estate_agent,https://www.cian.ru/rent/flat/307359718/,Москва,rent,flat,3,18,2,56.1,74000,0,Отрадное,Алтуфьевское шоссе,42Г,Дегунино,
12,Екатерина Коновалова,realtor,https://www.cian.ru/rent/flat/306836568/,Москва,rent,flat,4,9,2,49.0,65000,0,Отрадное,Северный бульвар,5А,Дегунино,
13,ID 5591,realtor,https://www.cian.ru/rent/flat/306675357/,Москва,rent,flat,10,17,2,55.0,65000,0,Бескудниковский,Бескудниковский бульвар,2К1,Дегунино,
14,ID 73257283,unknown,https://www.cian.ru/rent/flat/306197534/,Москва,rent,flat,5,12,2,52.5,70000,0,Отрадное, Декабристов,11,Дегунино,
15,ID 72129245,homeowner,https://www.cian.ru/rent/flat/300999747/,Москва,rent,flat,12,16,2,65.0,85000,0,Отрадное, Бестужевых,7,Дегунино,
16,ID 7165090,realtor,https://www.cian.ru/rent/flat/272436281/,Москва,rent,flat,13,17,2,53.0,65000,0,Восточное Дегунино,Керамический проезд,57К3,Дегунино,
17,АКРУС-сити,real_estate_agent,https://www.cian.ru/rent/flat/207918471/,Москва,rent,flat,20,22,2,55.0,60000,0,Отрадное,Высоковольтный проезд,1к4,Дегунино,
18,Вячеслав Гордеев,realtor,https://www.cian.ru/rent/flat/307631791/,Москва,rent,flat,1,5,2,45.0,65000,0,Тверской,Угловой переулок,21,Савёловская,
19,Азбука Жилья Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307584262/,Москва,rent,flat,6,12,2,38.0,65000,0,Алексеевский,Новоалексеевская ,4К2,Алексеевская,
20,ID 15595424,homeowner,https://www.cian.ru/rent/flat/307504251/,Москва,rent,flat,14,33,2,42.0,65000,0,Отрадное,,1.1,Владыкино,Сигнальный 16 ЖК
21,Циан х ПИК-Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307358638/,Москва,rent,flat,3,9,3,60.4,70000,0,Бибирево, Корнейчука,47,Бибирево,
22,Юлия Булавкина,realtor,https://www.cian.ru/rent/flat/290240945/,Москва,rent,flat,7,9,2,45.0,60000,0,Северное Медведково,проезд Шокальского,67К1,Медведково,
23,Сергей Зилотов,realtor,https://www.cian.ru/rent/flat/307564321/,Москва,rent,flat,1,5,2,45.0,63000,0,Савеловский, 1-я Бебеля,3,Петровский Парк,
24,Дмитрий Павленко,realtor,https://www.cian.ru/rent/flat/307296897/,Москва,rent,flat,8,20,3,75.0,75000,0,Тимирязевский,Дмитровское шоссе,55,Петровско-Разумовская,
