,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,ID 52794570,homeowner,https://www.cian.ru/rent/flat/307718460/,Москва,rent,flat,54,59,2,59.7,125000,0,Ростокино,проспект Мира,188Бк3,Ботанический сад,
1,ID 2879,realtor,https://www.cian.ru/rent/flat/307716942/,Москва,rent,flat,1,9,2,48.0,70000,0,Свиблово,проезд Берингов,4,Ботанический сад,
2,Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307714100/,Москва,rent,flat,15,33,2,40.0,98000,0,Отрадное,Сигнальный проезд,16к1,Ботанический сад,
3,Егор Россихин,realtor,https://www.cian.ru/rent/flat/307706186/,Москва,rent,flat,2,5,2,45.0,50000,0,Бабушкинский,Радужная ,6,Ботанический сад,
4,ID 105571595,realtor,https://www.cian.ru/rent/flat/307703978/,Москва,rent,flat,15,17,2,32.0,85000,0,Останкинский,Березовая аллея,19к2,Ботанический сад,
5,Ольга Сергеева,realtor,https://www.cian.ru/rent/flat/307688830/,Москва,rent,flat,22,25,2,56.0,130000,0,Свиблово,Лазоревый проезд,1,Ботанический сад,
6,Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307686950/,Москва,rent,flat,13,33,2,62.0,125500,0,Отрадное,Сигнальный проезд,16к1,Ботанический сад,
7,ID 12619,realtor,https://www.cian.ru/rent/flat/307685227/,Москва,rent,flat,1,9,2,46.0,80000,0,Свиблово,Лазоревый проезд,2,Ботанический сад,
8,Про Жильё,real_estate_agent,https://www.cian.ru/rent/flat/307667073/,Москва,rent,flat,9,14,2,55.0,70000,0,Свиблово,Тенистый проезд,14,Ботанический сад,
9,ИНКОМ-Недвижимость. Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307666917/,Москва,rent,flat,1,5,2,43.0,55000,0,Свиблово,Снежная ,3А,Ботанический сад,
10,Ольга Лёвина,realtor,https://www.cian.ru/rent/flat/307662276/,Москва,rent,flat,8,21,2,57.6,110000,0,Свиблово,Лазоревый проезд,5к4,Ботанический сад,
11,АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/307655581/,Москва,rent,flat,54,59,2,60.0,125000,0,Ростокино,проспект Мира,188Бк3,Ботанический сад,
12,ID 12811752,homeowner,https://www.cian.ru/rent/flat/307638667/,Москва,rent,flat,13,18,2,50.0,110000,0,Останкинский,Березовая аллея,19к3,Ботанический сад,
13,ID 51473085,homeowner,https://www.cian.ru/rent/flat/307637569/,Москва,rent,flat,11,16,2,50.8,95000,0,Ростокино,проспект Мира,163,Ботанический сад,
14,Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307632589/,Москва,rent,flat,16,21,2,64.0,149000,0,Свиблово,Сельскохозяйственная ,38к1,Ботанический сад,
15,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307629872/,Москва,rent,flat,5,14,2,45.0,70000,0,Свиблово,Уржумская ,3К2,Ботанический сад,
16,ID 2879,realtor,https://www.cian.ru/rent/flat/307629420/,Москва,rent,flat,7,14,2,40.0,79999,0,Останкинский,Олонецкая ,6,Ботанический сад,
17,ID 114989813,realtor,https://www.cian.ru/rent/flat/307628404/,Москва,rent,flat,8,9,2,45.0,59000,0,Бабушкинский,Енисейская ,10,Ботанический сад,
