,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,ID 115095639,homeowner,https://www.cian.ru/rent/flat/307739972/,Москва,rent,flat,8,22,2,84.0,70000,0,Южное Медведково,проезд Дежнева,34,Отрадное,
1,Паскаль,real_estate_agent,https://www.cian.ru/rent/flat/307738960/,Москва,rent,flat,20,22,2,45.0,75000,0,Отрадное, Римского-Корсакова,11к5,Отрадное,
2,Татьяна Кузьмина,realtor,https://www.cian.ru/rent/flat/307724951/,Москва,rent,flat,10,22,2,54.7,120000,0,Останкинский,Олонецкая ,6,Отрадное,
3,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307721224/,Москва,rent,flat,20,22,2,44.0,75000,0,Отрадное, Римского-Корсакова,11к5,Отрадное,
4,Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307714100/,Москва,rent,flat,15,33,2,40.0,98000,0,Отрадное,Сигнальный проезд,16к1,Отрадное,
5,ID 80721577,realtor,https://www.cian.ru/rent/flat/307709096/,Москва,rent,flat,2,25,2,64.0,90000,0,Отрадное, Римского-Корсакова,11к8,Отрадное,
6,Про Жильё,real_estate_agent,https://www.cian.ru/rent/flat/307708729/,Москва,rent,flat,20,23,2,45.0,75000,0,Отрадное, Римского-Корсакова,11к5,Отрадное,
7,ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/307698133/,Москва,rent,flat,20,22,2,45.0,75000,0,Отрадное, Римского-Корсакова,11к5,Отрадное,
8,Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307686950/,Москва,rent,flat,13,33,2,62.0,125500,0,Отрадное,Сигнальный проезд,16к1,Отрадное,
9,ID 96028232,homeowner,https://www.cian.ru/rent/flat/307685827/,Москва,rent,flat,9,9,2,44.0,65000,0,Отрадное,Северный бульвар,7А,Отрадное,
10,ID 32395,realtor,https://www.cian.ru/rent/flat/307657942/,Москва,rent,flat,9,12,2,55.0,60000,0,Отрадное,Алтуфьевское шоссе,18В,Отрадное,
11,Татьяна Чугунова,realtor,https://www.cian.ru/rent/flat/307656235/,Москва,rent,flat,1,12,2,48.0,55000,0,Отрадное,Алтуфьевское шоссе,42А,Отрадное,
12,Андрей Селезнев,realtor,https://www.cian.ru/rent/flat/307655625/,Москва,rent,flat,3,12,2,55.0,85000,0,Южное Медведково,Заповедная ,4,Отрадное,
13,АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/307655080/,Москва,rent,flat,9,17,2,65.0,80000,0,Отрадное, Санникова,7,Отрадное,
14,ID 2879,realtor,https://www.cian.ru/rent/flat/307629420/,Москва,rent,flat,7,14,2,40.0,79999,0,Останкинский,Олонецкая ,6,Отрадное,
15,ИНКОМ-Недвижимость. Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307584161/,Москва,rent,flat,9,33,2,61.0,95000,0,Отрадное,Сигнальный проезд,16к1,Отрадное,
16,ID 67747339,homeowner,https://www.cian.ru/rent/flat/307582093/,Москва,rent,flat,14,33,2,48.0,110000,0,Отрадное,Сигнальный проезд,16к1,Отрадное,
17,Елена Гольцман,realtor,https://www.cian.ru/rent/flat/307578227/,Москва,rent,flat,9,12,2,56.0,70000,0,Южное Медведково,Заповедная ,8,Отрадное,
18,ID 15595424,homeowner,https://www.cian.ru/rent/flat/307504251/,Москва,rent,flat,14,33,2,42.0,65000,0,Отрадное,,1.1,Отрадное,Сигнальный 16 ЖК
19,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307503606/,Москва,rent,flat,9,17,2,65.0,86000,0,Отрадное, Санникова,7,Отрадное,
20,Святослав Теплов,realtor,https://www.cian.ru/rent/flat/307395882/,Москва,rent,flat,11,14,2,37.0,70000,0,Останкинский,Березовая аллея,17к1,Отрадное,
21,МЕГАПОЛИС,real_estate_agent,https://www.cian.ru/rent/flat/307383926/,Москва,rent,flat,4,18,2,57.0,110000,0,Останкинский,Сельскохозяйственная ,39,Отрадное,
22,Этажи Москва,real_estate_agent,https://www.cian.ru/rent/flat/307359718/,Москва,rent,flat,3,18,2,56.1,74000,0,Отрадное,Алтуфьевское шоссе,42Г,Отрадное,
23,Мой Дом - отделение Добрынинское,real_estate_agent,https://www.cian.ru/rent/flat/307198533/,Москва,rent,flat,8,17,2,72.0,100000,0,Отрадное,Отрадная ,20,Отрадное,
24,ID 113405620,unknown,https://www.cian.ru/rent/flat/307183141/,Москва,rent,flat,4,9,2,45.0,60000,0,Отрадное,Отрадная ,15,Отрадное,
25,Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307151157/,Москва,rent,flat,10,11,2,37.0,82000,0,Останкинский,Сельскохозяйственная ,35,Отрадное,
26,Владимир Белов,realtor,https://www.cian.ru/rent/flat/307042169/,Москва,rent,flat,5,22,2,38.0,90000,0,Останкинский,Олонецкая ,6,Отрадное,
27,Екатерина Коновалова,realtor,https://www.cian.ru/rent/flat/306836568/,Москва,rent,flat,4,9,2,49.0,65000,0,Отрадное,Северный бульвар,5А,Отрадное,
