,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,Этажи Москва,real_estate_agent,https://www.cian.ru/rent/flat/307723675/,Москва,rent,flat,16,24,2,83.0,80000,0,Черемушки,Херсонская ,41,Калужская,
1,НейроДВИЖимость,real_estate_agent,https://www.cian.ru/rent/flat/307700357/,Москва,rent,flat,19,20,2,70.0,160000,0,Обручевский, Эльдара Рязанова,4,Калужская,
2,ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/307695949/,Москва,rent,flat,16,21,2,50.0,95000,0,Коньково, Бутлерова,7Б,Калужская,
3,AGORA,real_estate_agent,https://www.cian.ru/rent/flat/307675337/,Москва,rent,flat,8,25,2,62.0,120000,0,Обручевский, Обручева,7,Калужская,
4,ID 29951227,homeowner,https://www.cian.ru/rent/flat/307672829/,Москва,rent,flat,1,12,2,38.0,80000,0,Черемушки, Каховка,31К1,Калужская,
5,First Broker,real_estate_agent,https://www.cian.ru/rent/flat/307661426/,Москва,rent,flat,3,5,2,40.2,75000,0,Черемушки,Херсонская ,36К3,Калужская,
6,МНОГОФУНКЦИОНАЛЬНЫЙ ЦЕНТР НЕДВИЖИМОСТИ,real_estate_agent,https://www.cian.ru/rent/flat/307657741/,Москва,rent,flat,3,9,2,49.0,70000,0,Коньково, Генерала Антонова,4К1,Калужская,
7,AGORA,real_estate_agent,https://www.cian.ru/rent/flat/307652186/,Москва,rent,flat,8,25,2,67.0,200000,0,Обручевский, Академика Челомея,1А,Калужская,
8,Capital Estate,real_estate_agent,https://www.cian.ru/rent/flat/307634339/,Москва,rent,flat,8,25,2,61.0,200000,0,Обручевский, Академика Челомея,1А,Калужская,
9,Дарья Проскуркина,realtor,https://www.cian.ru/rent/flat/307628395/,Москва,rent,flat,17,18,2,58.0,110000,0,Обручевский, Обручева,28к6,Калужская,
10,ID 10789,realtor,https://www.cian.ru/rent/flat/307617687/,Москва,rent,flat,19,22,2,57.0,80000,0,Обручевский, Новаторов,36К5,Калужская,
11,ID 13136449,realtor,https://www.cian.ru/rent/flat/307609045/,Москва,rent,flat,7,34,2,48.0,185000,0,Обручевский, Архитектора Власова,71к2,Калужская,
12,Юлия Дусина,realtor,https://www.cian.ru/rent/flat/307583403/,Москва,rent,flat,8,34,2,51.6,150000,0,Обручевский, Архитектора Власова,71к2,Калужская,
13,ID 79886129,unknown,https://www.cian.ru/rent/flat/307582223/,Москва,rent,flat,8,9,2,47.0,70000,0,Коньково, Генерала Антонова,1,Калужская,
14,EstateLiga,real_estate_agent,https://www.cian.ru/rent/flat/307577779/,Москва,rent,flat,7,34,2,48.0,185000,0,Обручевский, Архитектора Власова,71к2,Калужская,
15,Игорь Дубравский,realtor,https://www.cian.ru/rent/flat/307507276/,Москва,rent,flat,5,12,2,50.0,87000,0,Обручевский, Архитектора Власова,39,Калужская,
16,ID 4751,realtor,https://www.cian.ru/rent/flat/307496704/,Москва,rent,flat,5,5,2,43.0,55000,0,Черемушки,Херсонская ,34К1,Калужская,
17,ID 121883861,homeowner,https://www.cian.ru/rent/flat/307445970/,Москва,rent,flat,11,14,2,47.5,78000,0,Обручевский, Гарибальди,24К3,Калужская,
18,Мой Дом - отделение Добрынинское,real_estate_agent,https://www.cian.ru/rent/flat/307435366/,Москва,rent,flat,6,9,2,45.0,70000,0,Коньково,Профсоюзная ,75К4,Калужская,
19,ID 59744115,homeowner,https://www.cian.ru/rent/flat/307422995/,Москва,rent,flat,12,12,2,53.0,64000,0,Обручевский, Академика Челомея,8К2,Калужская,
20,ID 18162847,realtor,https://www.cian.ru/rent/flat/307407097/,Москва,rent,flat,15,22,2,58.7,100000,0,Обручевский, Новаторов,36К1,Калужская,
21,Уютный Дом,real_estate_agent,https://www.cian.ru/rent/flat/307311625/,Москва,rent,flat,5,12,2,38.1,55000,0,Черемушки, Обручева,35к1,Калужская,
22,AGORA,real_estate_agent,https://www.cian.ru/rent/flat/307269014/,Москва,rent,flat,2,19,2,70.0,90000,0,Коньково,Профсоюзная ,98К2,Калужская,
23,ЛИДЕР Риэлти,real_estate_agent,https://www.cian.ru/rent/flat/307248246/,Москва,rent,flat,9,24,2,61.5,170000,0,Обручевский, Академика Челомея,1А,Калужская,
24,Светлана Чикунова,realtor,https://www.cian.ru/rent/flat/307229118/,Москва,rent,flat,6,17,2,51.0,70000,0,Обручевский,Профсоюзная ,60,Калужская,
25,ИНКОМ-Недвижимость. Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307210978/,Москва,rent,flat,8,9,2,45.0,60000,0,Коньково, Бутлерова,24,Калужская,
26,Галина Лесник,realtor,https://www.cian.ru/rent/flat/307209169/,Москва,rent,flat,6,17,2,60.0,80000,0,Ломоносовский, Академика Пилюгина,8К2,Калужская,
27,ID 115693892,homeowner,https://www.cian.ru/rent/flat/307205537/,Москва,rent,flat,6,25,2,38.3,110000,0,Обручевский, Архитектора Власова,71к2,Калужская,
28,ID 292732,unknown,https://www.cian.ru/rent/flat/307065887/,Москва,rent,flat,17,25,2,52.0,78000,0,Коньково,Миклухо-Маклая ,42,Калужская,
29,Самолет плюс - Москва,real_estate_agent,https://www.cian.ru/rent/flat/307063844/,Москва,rent,flat,2,17,2,65.0,90000,0,Коньково,Профсоюзная ,98К2,Калужская,
30,РиД недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/307053825/,Москва,rent,flat,10,16,2,53.0,60000,0,Коньково,Севастопольский проспект,58,Калужская,
31,ОЛИМПИК СТАР,real_estate_agent,https://www.cian.ru/rent/flat/306985744/,Москва,rent,flat,2,19,2,70.0,90000,0,Коньково,Профсоюзная ,98К2,Калужская,
32,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/306947115/,Москва,rent,flat,2,19,2,60.0,90000,0,Коньково,Профсоюзная ,98К2,Калужская,
33,Оксана Москвичева,realtor,https://www.cian.ru/rent/flat/306911731/,Москва,rent,flat,2,17,2,50.5,95000,0,Обручевский, Воронцовские Пруды,5,Калужская,
34,На Петровке,real_estate_agent,https://www.cian.ru/rent/flat/306897127/,Москва,rent,flat,3,9,2,44.8,90000,0,Коньково,Профсоюзная ,85К1,Калужская,
35,ID 23524,realtor,https://www.cian.ru/rent/flat/306607518/,Москва,rent,flat,5,32,2,42.0,130000,0,Обручевский, Архитектора Власова,71к2,Калужская,
36,Светлана Иконникова,realtor,https://www.cian.ru/rent/flat/306198739/,Москва,rent,flat,7,22,2,59.0,77000,0,Обручевский,38-й Юго-Запада кв-л,к1,Калужская,
37,I AM ESTATE,real_estate_agent,https://www.cian.ru/rent/flat/306102437/,Москва,rent,flat,27,34,2,46.0,180000,0,Обручевский,,1,Калужская,Эвер ЖК
38,Наталья Рыжова,realtor,https://www.cian.ru/rent/flat/305810297/,Москва,rent,flat,22,32,2,64.0,150000,0,Черемушки,Херсонская ,43к5,Калужская,
39,ID 21825897,realtor,https://www.cian.ru/rent/flat/304968169/,Москва,rent,flat,2,26,2,85.0,150000,0,Черемушки,Херсонская ,43,Калужская,
40,ID 255704,homeowner,https://www.cian.ru/rent/flat/302569242/,Москва,rent,flat,4,5,2,60.0,111000,0,Коньково, Введенского,26К3,Калужская,
41,Антон Осмелкин,realtor,https://www.cian.ru/rent/flat/299983236/,Москва,rent,flat,8,12,2,40.0,55000,0,Черемушки,Херсонская ,29,Калужская,
42,Виолетта Ермакова,realtor,https://www.cian.ru/rent/flat/299947604/,Москва,rent,flat,3,12,2,50.0,90000,0,Обручевский, Академика Челомея,8К1,Калужская,
43,Столичный Проспект,real_estate_agent,https://www.cian.ru/rent/flat/298938195/,Москва,rent,flat,12,25,2,57.0,75000,0,Обручевский,Ленинский проспект,105к4,Калужская,
44,Людмила Атаманова,realtor,https://www.cian.ru/rent/flat/298666041/,Москва,rent,flat,8,25,2,84.7,90000,0,Обручевский,Ленинский проспект,105к3,Калужская,
45,ID 82802283,unknown,https://www.cian.ru/rent/flat/295189099/,Москва,rent,flat,9,16,2,41.0,65000,0,Обручевский, Обручева,12,Калужская,
46,ID 322714,realtor,https://www.cian.ru/rent/flat/287399373/,Москва,rent,flat,10,14,2,75.0,100000,0,Черемушки, Гарибальди,36,Калужская,
47,ID 54377933,homeowner,https://www.cian.ru/rent/flat/279422796/,Москва,rent,flat,8,25,2,62.0,120000,0,Обручевский, Обручева,7,Калужская,
48,ID 30577,realtor,https://www.cian.ru/rent/flat/264748033/,Москва,rent,flat,4,23,2,54.0,120000,0,Черемушки,Херсонская ,43,Калужская,
49,Елена Кузнецова,realtor,https://www.cian.ru/rent/flat/253103674/,Москва,rent,flat,12,17,2,62.0,85000,0,Черемушки, Наметкина,9К3,Калужская,
50,Елена Сергеева,realtor,https://www.cian.ru/rent/flat/307374452/,Москва,rent,flat,10,14,2,40.0,80000,0,Проспект Вернадского,Ленинский проспект,130К1,Проспект Вернадского,
51,ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/307311805/,Москва,rent,flat,13,14,2,49.0,93000,0,Котловка, Дмитрия Ульянова,47,Крымская,
