,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,ID 16757722,unknown,https://lyubertsy.cian.ru/rent/flat/307752968/,Москва,rent,flat,1,5,1,30.2,45000,0,,Октябрьский проспект,88,Жулебино,
1,ПАРТНЕР,real_estate_agent,https://kotelniki.cian.ru/rent/flat/307752185/,Москва,rent,flat,2,3,1,30.0,70000,0,,проезд Яничкин,1,Жулебино,
2,АВАНГАРД,real_estate_agent,https://lyubertsy.cian.ru/rent/flat/307740288/,Москва,rent,flat,12,17,1,45.1,50000,0,,Октябрьский проспект,123к5,Жулебино,
3,АРЕАЛ,real_estate_agent,https://lyubertsy.cian.ru/rent/flat/307728902/,Москва,rent,flat,2,5,1,34.0,27000,0,Малаховка рп,шоссе Быковское,13,,
4,ID 11661364,realtor,https://lyubertsy.cian.ru/rent/flat/307725768/,Москва,rent,flat,6,22,1,37.3,55000,0,, Кирова,9к1,Жулебино,
5,Про Жильё,real_estate_agent,https://lyubertsy.cian.ru/rent/flat/307724374/,Москва,rent,flat,2,10,1,35.0,45000,0,, Калараш,13,Жулебино,
6,Capital Mars,real_estate_agent,https://lyubertsy.cian.ru/rent/flat/307720138/,Москва,rent,flat,20,22,1,22.0,44000,0,,Красноармейская ,19,Жулебино,
7,Про Жильё,real_estate_agent,https://lyubertsy.cian.ru/rent/flat/307716004/,Москва,rent,flat,20,22,1,25.0,44000,0,,Красноармейская ,19,Жулебино,
8,ID 7171498,realtor,https://lyubertsy.cian.ru/rent/flat/307715176/,Москва,rent,flat,12,14,1,43.0,45000,0,, Авиаторов,2к1,Жулебино,
9,МИРА,real_estate_agent,https://dzerzhinsky.cian.ru/rent/flat/307710504/,Москва,rent,flat,9,9,1,34.0,30000,0,,,6,Жулебино,
10,Ольга Шатохина,realtor,https://lyubertsy.cian.ru/rent/flat/307684645/,Москва,rent,flat,6,17,1,55.0,60000,0,, 3-е Почтовое Отделение,96,Жулебино,
11,ID 70649567,unknown,https://lyubertsy.cian.ru/rent/flat/307679394/,Москва,rent,flat,2,25,1,45.0,69000,0,, Летчика Ларюшина,4к1,Жулебино,
12,ID 553624,realtor,https://lyubertsy.cian.ru/rent/flat/307678283/,Москва,rent,flat,6,9,1,30.0,28000,0,,Московская ,13,Жулебино,
13,Роман Дружинин,realtor,https://lyubertsy.cian.ru/rent/flat/307655517/,Москва,rent,flat,1,5,1,30.0,40000,0,, 3-е Почтовое Отделение,20,Жулебино,
14,Ирина Попова,realtor,https://lyubertsy.cian.ru/rent/flat/307630518/,Москва,rent,flat,10,18,1,28.0,27000,0,пос. Мирный, Крымская,12/11,,
15,ID 19430,realtor,https://lyubertsy.cian.ru/rent/flat/307628441/,Москва,rent,flat,15,24,1,45.0,55000,0,, Кирова,9к2,Жулебино,
16,ID 78507768,unknown,https://kotelniki.cian.ru/rent/flat/307625387/,Москва,rent,flat,12,12,1,45.0,50000,0,,,24,Жулебино,
17,Мария Зайцева,realtor,https://kotelniki.cian.ru/rent/flat/307622925/,Москва,rent,flat,14,26,1,30.0,50000,0,,,1к7,Жулебино,
18,Светлана Исаченкова,realtor,https://lyubertsy.cian.ru/rent/flat/307609257/,Москва,rent,flat,9,17,1,49.8,48000,0,,Октябрьский проспект,18к1,Жулебино,
19,EMPIRE HOME,real_estate_agent,https://lyubertsy.cian.ru/rent/flat/307594820/,Москва,rent,flat,7,17,1,42.0,40000,0,Октябрьский рп, Школьная,1к2,,
20,Про Жильё,real_estate_agent,https://kotelniki.cian.ru/rent/flat/307535655/,Москва,rent,flat,6,17,1,45.0,49000,0,,,21,Жулебино,
21,САМОЛЕТ ПЛЮС,real_estate_agent,https://lyubertsy.cian.ru/rent/flat/307531518/,Москва,rent,flat,2,2,1,28.0,30000,0,Ручеек СНТ, Каштановая,,,
22,Анна Гроголь,realtor,https://kotelniki.cian.ru/rent/flat/307529635/,Москва,rent,flat,15,25,1,33.0,65000,0,, Сосновая,2к1,Жулебино,
23,ЦАН,real_estate_agent,https://kotelniki.cian.ru/rent/flat/307484630/,Москва,rent,flat,15,25,1,40.0,70000,0,, Сосновая,2к1,Жулебино,
24,ВИТА,real_estate_agent,https://dzerzhinsky.cian.ru/rent/flat/307460055/,Москва,rent,flat,9,18,1,45.0,45000,0,, Доркина,6,Жулебино,
25,ID 98655682,homeowner,https://kotelniki.cian.ru/rent/flat/307381616/,Москва,rent,flat,14,17,1,38.0,45000,0,,,4,Жулебино,
26,Яндекс Аренда,real_estate_agent,https://lyubertsy.cian.ru/rent/flat/307370564/,Москва,rent,flat,9,17,1,33.0,49500,0,пос. Мирный, Академика Северина,10,,
27,ID 110880,homeowner,https://lyubertsy.cian.ru/rent/flat/307368420/,Москва,rent,flat,17,17,1,31.0,25000,0,пос. Мирный, Академика Северина,13,,
28,Марина Ерлина,realtor,https://kotelniki.cian.ru/rent/flat/307316675/,Москва,rent,flat,9,19,1,48.0,60000,0,, Кузьминская,17,Жулебино,
29,ID 109987191,homeowner,https://kotelniki.cian.ru/rent/flat/307040016/,Москва,rent,flat,8,26,1,36.0,52000,0,,,25к1,Жулебино,
30,ID 121150679,homeowner,https://lyubertsy.cian.ru/rent/flat/306667275/,Москва,rent,flat,16,17,1,43.0,50000,0,Октябрьский рп, Ленина,19,,
31,ID 344423,homeowner,https://lyubertsy.cian.ru/rent/flat/304004147/,Москва,rent,flat,10,18,1,35.0,25000,0,пос. Мирный, Академика Северина,10,,
32,ID 17764098,realtor,https://kotelniki.cian.ru/rent/flat/303820792/,Москва,rent,flat,4,9,1,42.0,48000,0,,,18А,Жулебино,
33,ID 118438,realtor,https://kotelniki.cian.ru/rent/flat/298563543/,Москва,rent,flat,19,23,1,40.0,55000,0,,,14,Жулебино,
34,Анна Мезитова,realtor,https://lyubertsy.cian.ru/rent/flat/292450592/,Москва,rent,flat,1,3,1,24.0,30000,0,д. Пехорка, Братская,21,,
35,ID 441097,realtor,https://lyubertsy.cian.ru/rent/flat/291759931/,Москва,rent,flat,2,22,1,43.0,45000,0,,Октябрьский проспект,20к2,Жулебино,
36,Анастасия Васильева,realtor,https://lyubertsy.cian.ru/rent/flat/285253344/,Москва,rent,flat,2,25,1,25.0,45000,0,,,4.1,Жулебино,Жулебино Парк ЖК
37,ID 6896836,unknown,https://kotelniki.cian.ru/rent/flat/284752533/,Москва,rent,flat,9,26,1,26.0,37000,0,,,4,Жулебино,
38,ID 95802747,homeowner,https://lyubertsy.cian.ru/rent/flat/278189315/,Москва,rent,flat,21,25,1,34.0,55000,0,, Летчика Ларюшина,12,Жулебино,
39,Ксения Кутузова,realtor,https://lyubertsy.cian.ru/rent/flat/276344557/,Москва,rent,flat,14,18,1,34.0,35000,0,пос. Мирный, Рязанская,3,,
40,ID 31089,realtor,https://lyubertsy.cian.ru/rent/flat/261969263/,Москва,rent,flat,5,18,1,43.0,42000,0,,Октябрьский проспект,18к3,Жулебино,
41,Елена Прохорова,realtor,https://kotelniki.cian.ru/rent/flat/251893765/,Москва,rent,flat,16,17,1,50.0,45000,0,,,8,Жулебино,
42,ID 22934,real_estate_agent,https://dzerzhinsky.cian.ru/rent/flat/240703934/,Москва,rent,flat,14,17,1,55.0,50000,0,,Угрешская ,32,Жулебино,
43,ID 104084993,homeowner,https://lyubertsy.cian.ru/rent/flat/306064023/,Москва,rent,flat,3,4,2,42.0,38000,0,, 8 Марта,42,Лухмановская,
44,Циан х ПИК-Аренда,real_estate_agent,https://lyubertsy.cian.ru/rent/flat/307592404/,Москва,rent,flat,11,17,1,36.2,43900,0,, Дружбы,11/26,Некрасовка,
45,Екатерина Булгакова,realtor,https://lyubertsy.cian.ru/rent/flat/279635018/,Москва,rent,flat,3,9,2,43.0,40000,0,,Московская ,11,Жулебино,
46,Татьяна Кошелева,realtor,https://lyubertsy.cian.ru/rent/flat/307533039/,Москва,rent,flat,5,5,1,31.7,35000,0,,проезд 1-й Панковский,6,Панки,
47,CENTURY 21 Перспектива,real_estate_agent,https://lyubertsy.cian.ru/rent/flat/307459806/,Москва,rent,flat,1,9,1,28.3,40000,0,, С.П. Попова,44,Лухмановская,
48,ID 53005653,realtor,https://lyubertsy.cian.ru/rent/flat/306181098/,Москва,rent,flat,2,5,2,39.5,45000,0,, 3-е Почтовое Отделение,24,Жулебино,
49,Татьяна Берестовская,realtor,https://lyubertsy.cian.ru/rent/flat/307259030/,Москва,rent,flat,3,5,2,47.0,48000,0,, Кирова,26,Жулебино,
50,ИНКОМ-Недвижимость. Аренда,real_estate_agent,https://lyubertsy.cian.ru/rent/flat/307630927/,Москва,rent,flat,7,17,1,38.0,37000,0,,проспект Гагарина,22к2,Люберцы,
51,МИРА,real_estate_agent,https://lyubertsy.cian.ru/rent/flat/307627338/,Москва,rent,flat,1,3,2,47.0,42000,0,,Новая ,8А,Жулебино,
