,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/307484240/,Москва,rent,flat,10,13,3,193.0,680000,0,Тверской, Малая Дмитровка,24/2,Маяковская,
1,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307476859/,Москва,rent,flat,1,7,3,90.0,250000,0,Тверской,4-я Тверская-Ямская ,24,Маяковская,
2,Алла Кривова,realtor,https://www.cian.ru/rent/flat/307476421/,Москва,rent,flat,7,9,3,78.0,200000,0,Пресненский,Малый Патриарший переулок,5С1,Маяковская,
3,Delight Realty,real_estate_agent,https://www.cian.ru/rent/flat/307460130/,Москва,rent,flat,2,7,3,100.0,250000,0,Тверской,4-я Тверская-Ямская ,24,Маяковская,
4,МОСКВА СИТИ,real_estate_agent,https://www.cian.ru/rent/flat/307459906/,Москва,rent,flat,7,17,3,65.0,250000,0,Беговой,Северный ао,к3,Маяковская,Слава ЖК
5,Елена Максименко,realtor,https://www.cian.ru/rent/flat/307459440/,Москва,rent,flat,2,7,3,70.0,160000,0,Тверской, Фадеева,6С1,Маяковская,
6,Intermark Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/307458972/,Москва,rent,flat,5,8,3,110.0,230000,0,Тверской,Тверская ,29к2,Маяковская,
7,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307454863/,Москва,rent,flat,3,5,3,85.0,260000,0,Тверской,Тверская ,27С2,Маяковская,
8,Mango Realty,real_estate_agent,https://www.cian.ru/rent/flat/307435022/,Москва,rent,flat,2,8,3,65.0,160000,0,Тверской,Долгоруковская ,5,Маяковская,
9,ID 12598055,realtor,https://www.cian.ru/rent/flat/307425623/,Москва,rent,flat,6,9,3,73.0,150000,0,Тверской,Тверская ,25/12,Маяковская,
10,Сергей Валерьевич Ковалев,realtor,https://www.cian.ru/rent/flat/307412717/,Москва,rent,flat,6,8,3,70.0,160000,0,Тверской,Долгоруковская ,5,Маяковская,
11,Intermark Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/307400205/,Москва,rent,flat,2,7,3,90.0,250000,0,Тверской,4-я Тверская-Ямская ,24,Маяковская,
12,ID 98820526,unknown,https://www.cian.ru/rent/flat/307394367/,Москва,rent,flat,7,19,3,114.4,350000,0,Тверской,Краснопролетарская ,7,Маяковская,
13,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307388444/,Москва,rent,flat,5,5,3,62.0,130000,0,Пресненский, Грузинский Вал,26С1,Маяковская,
14,AGORA,real_estate_agent,https://www.cian.ru/rent/flat/307371455/,Москва,rent,flat,3,5,3,88.0,260000,0,Тверской,Тверская ,27С2,Маяковская,
15,My Hoyse,real_estate_agent,https://www.cian.ru/rent/flat/307367964/,Москва,rent,flat,6,9,3,93.0,200000,0,Пресненский,Васильевская ,4,Маяковская,
16,Intermark Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/307363207/,Москва,rent,flat,2,7,3,90.0,250000,0,Тверской,4-я Тверская-Ямская ,24,Маяковская,
17,Las Vegas,real_estate_agent,https://www.cian.ru/rent/flat/307340021/,Москва,rent,flat,4,6,3,123.0,280000,0,Пресненский,Садовая-Кудринская ,23С4,Маяковская,
18,Las Vegas,real_estate_agent,https://www.cian.ru/rent/flat/307339371/,Москва,rent,flat,3,8,3,115.0,180000,0,Беговой,Ленинградский проспект,2,Маяковская,
19,Intermark Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/307322745/,Москва,rent,flat,7,9,3,150.0,370000,0,Тверской,3-я Тверская-Ямская ,44,Маяковская,
20,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/rent/flat/307306273/,Москва,rent,flat,4,8,3,150.0,700000,0,Пресненский,Большой Козихинский переулок,25,Маяковская,
21,Trust Realty,real_estate_agent,https://www.cian.ru/rent/flat/307278458/,Москва,rent,flat,1,7,3,90.0,250000,0,Тверской,4-я Тверская-Ямская ,24,Маяковская,
22,Trust Realty,real_estate_agent,https://www.cian.ru/rent/flat/307278457/,Москва,rent,flat,4,7,3,78.0,190000,0,Тверской,Старопименовский переулок,4С1,Маяковская,
23,ID 13028182,homeowner,https://www.cian.ru/rent/flat/307275339/,Москва,rent,flat,2,10,3,130.0,475000,0,Тверской, Фадеева,4А,Маяковская,
24,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/307260612/,Москва,rent,flat,5,6,3,100.0,230000,0,Тверской,Тверская ,29к2,Маяковская,
25,Selenahome,real_estate_agent,https://www.cian.ru/rent/flat/307257158/,Москва,rent,flat,5,8,3,110.0,230000,0,Тверской,Тверская ,29к2,Маяковская,
26,Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/307256725/,Москва,rent,flat,2,7,3,90.0,250000,0,Тверской,4-я Тверская-Ямская ,24,Маяковская,
27,Вертикаль,real_estate_agent,https://www.cian.ru/rent/flat/307219429/,Москва,rent,flat,5,9,3,79.0,300000,0,Пресненский,Малый Патриарший переулок,5С1,Маяковская,
