,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307772021/,Москва,rent,flat,8,25,2,67.0,200000,0,Обручевский, Академика Челомея,1А,Воронцовская,
1,ID 19196,realtor,https://www.cian.ru/rent/flat/307753498/,Москва,rent,flat,5,9,2,37.1,70000,0,Ломоносовский,Ленинский проспект,95К3,Воронцовская,
2,Этажи Москва,real_estate_agent,https://www.cian.ru/rent/flat/307723675/,Москва,rent,flat,16,24,2,83.0,80000,0,Черемушки,Херсонская ,41,Воронцовская,
3,МИЭЛЬ,real_estate_agent,https://www.cian.ru/rent/flat/307723470/,Москва,rent,flat,17,18,2,58.0,70000,0,Ломоносовский, Академика Пилюгина,12К1,Воронцовская,
4,ИНКОМ-Недвижимость. Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307716393/,Москва,rent,flat,16,18,2,58.0,80000,0,Ломоносовский, Академика Пилюгина,12К1,Воронцовская,
5,НейроДВИЖимость,real_estate_agent,https://www.cian.ru/rent/flat/307700357/,Москва,rent,flat,19,20,2,70.0,160000,0,Обручевский, Эльдара Рязанова,4,Воронцовская,
6,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307677952/,Москва,rent,flat,11,17,2,52.0,85000,0,Черемушки, Наметкина,17/68,Воронцовская,
7,First Broker,real_estate_agent,https://www.cian.ru/rent/flat/307661426/,Москва,rent,flat,3,5,2,40.2,75000,0,Черемушки,Херсонская ,36К3,Воронцовская,
8,AGORA,real_estate_agent,https://www.cian.ru/rent/flat/307652186/,Москва,rent,flat,8,25,2,67.0,200000,0,Обручевский, Академика Челомея,1А,Воронцовская,
9,Capital Estate,real_estate_agent,https://www.cian.ru/rent/flat/307634339/,Москва,rent,flat,8,25,2,61.0,200000,0,Обручевский, Академика Челомея,1А,Воронцовская,
10,Светлана Лушкина,realtor,https://www.cian.ru/rent/flat/307616225/,Москва,rent,flat,13,18,2,58.9,85000,0,Ломоносовский, Академика Пилюгина,12К2,Воронцовская,
