,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,Д-Эстейт,real_estate_agent,https://www.cian.ru/rent/flat/307693034/,Москва,rent,flat,10,17,1,37.4,63000,0,Бабушкинский, Чичерина,12/2,Ботанический сад,
1,ID 13996074,unknown,https://www.cian.ru/rent/flat/307675638/,Москва,rent,flat,17,25,1,32.0,85000,0,Бабушкинский,Кольская ,8к2,Ботанический сад,
2,ID 55279720,unknown,https://www.cian.ru/rent/flat/307665556/,Москва,rent,flat,8,17,1,38.0,55000,0,Свиблово,проезд Берингов,3,Ботанический сад,
3,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307661697/,Москва,rent,flat,4,18,1,27.0,75000,0,Останкинский,Березовая аллея,19к4,Ботанический сад,
4,Ирина Василевская,realtor,https://www.cian.ru/rent/flat/307635178/,Москва,rent,flat,2,14,1,39.0,65000,0,Ростокино,проспект Мира,196,Ботанический сад,
5,Про Жильё,real_estate_agent,https://www.cian.ru/rent/flat/307630721/,Москва,rent,flat,12,18,1,35.0,70000,0,Останкинский,Березовая аллея,19к2,Ботанический сад,
6,ИНКОМ-Недвижимость. Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307626269/,Москва,rent,flat,5,5,1,32.0,45000,0,Свиблово, Амундсена,14,Ботанический сад,
7,Паскаль,real_estate_agent,https://www.cian.ru/rent/flat/307614387/,Москва,rent,flat,11,18,1,40.0,80000,0,Останкинский,Сельскохозяйственная ,37,Ботанический сад,
8,ID 75993409,realtor,https://korolev.cian.ru/rent/flat/307600775/,Москва,rent,flat,4,4,1,50.0,40000,0,,Бурковский проезд,44к2,Ботанический сад,
9,Руслан Салманов,realtor,https://www.cian.ru/rent/flat/307584413/,Москва,rent,flat,14,24,1,40.0,90000,0,Свиблово,Лазоревый проезд,1Ак2,Ботанический сад,
10,ОХОТНЫЙ РЯД офис Тверская,real_estate_agent,https://www.cian.ru/rent/flat/307573511/,Москва,rent,flat,9,9,1,32.0,45000,0,Свиблово, Седова,4К2,Ботанический сад,
11,ПИК-Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307552196/,Москва,rent,flat,5,24,1,37.1,84800,0,Останкинский,Сельскохозяйственная ,39,Ботанический сад,
12,ГК Недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/307544739/,Москва,rent,flat,13,14,1,38.0,55000,0,Свиблово,проезд Нансена,6К3,Ботанический сад,
13,Юлиан Королев,realtor,https://korolev.cian.ru/rent/flat/307521967/,Москва,rent,flat,2,5,1,39.4,40000,0,,Бурковский проезд,56к3,Ботанический сад,
14,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307454856/,Москва,rent,flat,12,25,1,20.0,80000,0,Бабушкинский,Кольская ,8к2,Ботанический сад,
15,ID 75377235,homeowner,https://www.cian.ru/rent/flat/307424337/,Москва,rent,flat,4,18,1,33.0,70000,0,Останкинский,Березовая аллея,19к1,Ботанический сад,
16,ПИК-Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307386631/,Москва,rent,flat,5,22,1,22.9,65000,0,Останкинский,Олонецкая ,6,Ботанический сад,
17,Кристина Сёмочкина,realtor,https://www.cian.ru/rent/flat/307361887/,Москва,rent,flat,15,23,1,46.2,97000,0,Свиблово,Сельскохозяйственная ,38к2,Ботанический сад,
18,Алла Звоник,realtor,https://www.cian.ru/rent/flat/307358263/,Москва,rent,flat,5,5,1,32.0,45000,0,Свиблово, Амундсена,14,Ботанический сад,
19,Д.А. ВИНЧИ,real_estate_agent,https://www.cian.ru/rent/flat/307350583/,Москва,rent,flat,4,12,1,46.0,55000,0,Отрадное,Олонецкая ,15Б,Ботанический сад,
20,ПИК-Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307250040/,Москва,rent,flat,2,14,1,38.0,77900,0,Останкинский,Сельскохозяйственная ,39,Ботанический сад,
21,ID 53500407,unknown,https://www.cian.ru/rent/flat/307093257/,Москва,rent,flat,5,9,1,35.3,60000,0,Отрадное, Декабристов,36Б,Ботанический сад,
22,EstateLiga,real_estate_agent,https://www.cian.ru/rent/flat/307082692/,Москва,rent,flat,11,18,1,39.0,85000,0,Свиблово,Лазоревый проезд,5к4,Ботанический сад,
