,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,Мегаквартал,real_estate_agent,https://www.cian.ru/rent/flat/307718730/,Москва,rent,flat,3,3,2,60.0,35000,0,, Вышгородская,14,Победа,
1,ИПОМАКС,real_estate_agent,https://www.cian.ru/rent/flat/307707863/,Москва,rent,flat,4,9,2,42.0,35000,0,,,14,Победа,
2,Сергей Яковлев,realtor,https://naro-fominsk.cian.ru/rent/flat/307679781/,Москва,rent,flat,2,5,2,55.0,35000,0,Селятино рп, Спортивная,44,,
3,ID 67874273,realtor,https://aprelevka.cian.ru/rent/flat/307639308/,Москва,rent,flat,12,14,2,56.0,50000,0,, Парковая,3,Победа,
4,DREAM HOUSE,real_estate_agent,https://www.cian.ru/rent/flat/307582390/,Москва,rent,flat,3,3,2,52.0,35000,0,, Вышгородская,14,Победа,
5,Самолет плюс Московский,real_estate_agent,https://aprelevka.cian.ru/rent/flat/307497411/,Москва,rent,flat,2,10,2,46.3,49000,0,, Ясная,3,Победа,
6,ID 12204,realtor,https://aprelevka.cian.ru/rent/flat/307432398/,Москва,rent,flat,3,5,2,45.0,42000,0,, Кирова,19,Победа,
7,ID 12933806,realtor,https://aprelevka.cian.ru/rent/flat/307416441/,Москва,rent,flat,9,19,2,44.0,60000,0,, Ясная,1,Победа,
8,ID 18118,realtor,https://www.cian.ru/rent/flat/307304318/,Москва,rent,flat,3,7,2,41.0,55000,0,, Медовая Долина,7к1,Победа,
9,ID 105299545,homeowner,https://aprelevka.cian.ru/rent/flat/307113576/,Москва,rent,flat,8,15,2,53.7,55000,0,, Дубки,15,Победа,
10,Манхэттен эстейт,real_estate_agent,https://aprelevka.cian.ru/rent/flat/306350113/,Москва,rent,flat,5,12,2,67.0,65000,0,, Жасминовая,6,Победа,
11,ID 120596002,homeowner,https://naro-fominsk.cian.ru/rent/flat/306131727/,Москва,rent,flat,3,5,2,47.0,29000,0,Калининец рп, Фабричная,8,,
12,Владислав Сенатор,realtor,https://naro-fominsk.cian.ru/rent/flat/299877901/,Москва,rent,flat,2,5,2,42.0,30000,0,Селятино рп, Больничная,23,,
13,Денис Червяков,realtor,https://aprelevka.cian.ru/rent/flat/290014658/,Москва,rent,flat,5,9,2,67.0,50000,0,,,к1,Победа,Весна ЖК
14,ID 31432576,homeowner,https://aprelevka.cian.ru/rent/flat/289207732/,Москва,rent,flat,5,14,2,68.0,45000,0,, Островского,36,Победа,
15,Татьяна Шотова,realtor,https://naro-fominsk.cian.ru/rent/flat/264931546/,Москва,rent,flat,4,5,2,50.0,40000,0,,,,,
16,ID 851,realtor,https://naro-fominsk.cian.ru/rent/flat/226511746/,Москва,rent,flat,1,2,2,54.0,35000,0,Селятино рп, Вокзальная,6,,
17,ID 315895,realtor,https://odintsovo.cian.ru/rent/flat/307534112/,Москва,rent,flat,3,3,2,50.0,35000,0,,,,,
18,ID 109107273,homeowner,https://odintsovo.cian.ru/rent/flat/307252823/,Москва,rent,flat,14,17,2,52.0,25000,0,, Триумфальная,4,Одинцово,
19,Визави,real_estate_agent,https://zvenigorod.cian.ru/rent/flat/307385000/,Москва,rent,flat,3,5,1,35.0,25000,0,Шихово мкр, Кирова,78к2,,
20,Анна Сибирёва,realtor,https://naro-fominsk.cian.ru/rent/flat/306515983/,Москва,rent,flat,4,5,-1,18.0,20000,0,,,,,
21,Олеся Девяткина,realtor,https://naro-fominsk.cian.ru/rent/flat/307125228/,Москва,rent,flat,5,5,2,54.0,31000,0,Наро-Фоминск, Маршала Куркоткина,3,,
22,ID 85560843,homeowner,https://odintsovo.cian.ru/rent/flat/289730168/,Москва,rent,flat,5,8,1,23.0,30000,0,,,,,
23,ЖСС Недвижимость,real_estate_agent,https://odintsovo.cian.ru/rent/flat/306928839/,Москва,rent,flat,4,5,1,33.2,45000,0,Рублёво-Успенское шоссе,"Минское шоссе с платной трассой и другие. Также в пешей доступности находятся две ж/д станции — ""Жаворонки"" и ""Здравница"".





Арт. 73272560",,,
