,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,Инвестправо,real_estate_agent,https://www.cian.ru/rent/flat/307745001/,Москва,rent,flat,16,25,2,43.0,100000,0,Западное Дегунино,Дмитровское шоссе,71А,Окружная,
1,ID 74338273,unknown,https://www.cian.ru/rent/flat/307744277/,Москва,rent,flat,20,20,2,80.0,150000,0,Отрадное,Нововладыкинский проезд,1к2,Окружная,
2,ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/307726070/,Москва,rent,flat,23,33,2,45.0,100000,0,Западное Дегунино, Летчика Осканова,6,Окружная,
3,Андрей Гавриленко,realtor,https://www.cian.ru/rent/flat/307725350/,Москва,rent,flat,3,12,2,54.0,50000,0,Коптево,проезд Черепановых,70,Окружная,
4,RED,real_estate_agent,https://www.cian.ru/rent/flat/307724433/,Москва,rent,flat,5,33,2,52.1,100000,0,Западное Дегунино, Летчика Осканова,6,Окружная,
5,ID 113931457,realtor,https://www.cian.ru/rent/flat/307678567/,Москва,rent,flat,5,22,2,33.7,26000,0,Западное Дегунино, Летчика Осканова,6,Окружная,
6,Варвара Молчанова,realtor,https://www.cian.ru/rent/flat/307659685/,Москва,rent,flat,12,12,2,38.0,79000,0,Тимирязевский,Дмитровское шоссе,57К2,Окружная,
7,For COMFORT,real_estate_agent,https://www.cian.ru/rent/flat/307523383/,Москва,rent,flat,24,33,2,40.0,85000,0,Западное Дегунино, Летчика Осканова,6,Окружная,
8,АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/307204813/,Москва,rent,flat,15,16,2,42.0,100000,0,Отрадное,Алтуфьевское шоссе,2,Окружная,
9,ID 12807549,unknown,https://www.cian.ru/rent/flat/307056032/,Москва,rent,flat,6,9,2,38.0,68000,0,Тимирязевский, Линии Октябрьской Железной Дороги,6А,Окружная,
10,Арсенал,real_estate_agent,https://www.cian.ru/rent/flat/307018723/,Москва,rent,flat,26,33,2,49.4,95001,0,Западное Дегунино, Летчика Осканова,6,Окружная,
11,Московия,real_estate_agent,https://www.cian.ru/rent/flat/306990824/,Москва,rent,flat,14,32,2,38.0,85000,0,Западное Дегунино, Летчика Осканова,6,Окружная,
12,EMPIRE HOME,real_estate_agent,https://www.cian.ru/rent/flat/306852132/,Москва,rent,flat,20,22,2,38.0,30000,0,Западное Дегунино, Летчика Осканова,6,Окружная,
13,RENT_BAND,real_estate_agent,https://www.cian.ru/rent/flat/306816383/,Москва,rent,flat,15,16,2,40.0,100000,0,Отрадное,Алтуфьевское шоссе,2,Окружная,
14,ID 5591,realtor,https://www.cian.ru/rent/flat/306675357/,Москва,rent,flat,10,17,2,55.0,65000,0,Бескудниковский,Бескудниковский бульвар,2К1,Окружная,
15,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/306311855/,Москва,rent,flat,15,16,2,40.0,110000,0,Отрадное,Алтуфьевское шоссе,2,Окружная,
16,ID 118663088,homeowner,https://www.cian.ru/rent/flat/304245664/,Москва,rent,flat,1,5,2,43.5,50000,0,Марфино,Гостиничная ,10А,Окружная,
17,Иннокентий Осипов,realtor,https://www.cian.ru/rent/flat/297212299/,Москва,rent,flat,2,9,2,39.0,50000,0,Марфино,Гостиничная ,7Б,Окружная,
18,Вячеслав Гордеев,realtor,https://www.cian.ru/rent/flat/307631791/,Москва,rent,flat,1,5,2,45.0,65000,0,Тверской,Угловой переулок,21,Савёловская,
19,ID 15595424,homeowner,https://www.cian.ru/rent/flat/307504251/,Москва,rent,flat,14,33,2,42.0,65000,0,Отрадное,,1.1,Владыкино,Сигнальный 16 ЖК
20,Манхэттен эстейт,real_estate_agent,https://www.cian.ru/rent/flat/307394020/,Москва,rent,flat,2,18,2,58.3,60000,0,Бескудниковский,Бескудниковский бульвар,13,Верхние Лихоборы,
21,СТОЛИЦА Департамент недвижимости,real_estate_agent,https://www.cian.ru/rent/flat/307454901/,Москва,rent,flat,5,12,2,48.0,60000,0,Марьина роща, 4-я Марьиной рощи,6,Марьина Роща,
22,СТОЛИЦА Департамент недвижимости,real_estate_agent,https://www.cian.ru/rent/flat/307576555/,Москва,rent,flat,4,5,2,46.0,80000,0,Тверской,Новосущевская ,14,Достоевская,
23,ID 119864602,homeowner,https://www.cian.ru/rent/flat/305411686/,Москва,rent,flat,2,5,2,45.0,44310,0,Коптево,4-й Новомихалковский проезд,7А,Лихоборы,
24,МГН-495,real_estate_agent,https://www.cian.ru/rent/flat/307649731/,Москва,rent,flat,3,16,1,38.0,60000,0,Бутырский, Яблочкова,43А,Петровско-Разумовская,
