,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,EMPIRE HOME,real_estate_agent,https://www.cian.ru/rent/flat/307775418/,Москва,rent,flat,4,14,3,55.0,50000,0,, Красовского,2к3,Силикатная,
1,Про Жильё,real_estate_agent,https://podolsk.cian.ru/rent/flat/307771096/,Москва,rent,flat,6,10,3,65.0,45000,0,,Подольская ,20,Силикатная,
2,ID 88308452,unknown,https://podolsk.cian.ru/rent/flat/307605588/,Москва,rent,flat,7,14,3,86.0,70000,0,, Садовая,5к1,Силикатная,
3,Катерина Буйнова,realtor,https://podolsk.cian.ru/rent/flat/307576770/,Москва,rent,flat,6,9,3,62.5,60000,0,, Веллинга,6,Силикатная,
4,ID 113588458,homeowner,https://www.cian.ru/rent/flat/307409076/,Москва,rent,flat,13,14,3,70.9,67000,0,, Логинова,5к1,Силикатная,
5,Самолет Плюс Москва,real_estate_agent,https://podolsk.cian.ru/rent/flat/307254356/,Москва,rent,flat,5,15,3,70.0,70000,0,,Парадный проезд,2/7,Силикатная,
6,ID 19335642,homeowner,https://podolsk.cian.ru/rent/flat/307101123/,Москва,rent,flat,4,5,3,67.0,60000,0,пос. Быково, Московская,2,,
7,Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307059049/,Москва,rent,flat,4,9,3,62.4,68500,0,, Логинова,5к2,Силикатная,
8,На Петровке,real_estate_agent,https://www.cian.ru/rent/flat/305726622/,Москва,rent,flat,4,14,3,74.0,75000,0,,,к12.3,Силикатная,Остафьево ЖК
9,Мой Дом - отделение Добрынинское,real_estate_agent,https://www.cian.ru/rent/flat/305102707/,Москва,rent,flat,4,12,3,68.0,57000,0,, Космонавтов,12,Силикатная,
10,Домовой - Недвижимость,real_estate_agent,https://domodedovo.cian.ru/rent/flat/304971336/,Москва,rent,flat,14,14,3,117.0,90000,0,,,,,
11,Домовой - Недвижимость,real_estate_agent,https://domodedovo.cian.ru/rent/flat/304971022/,Москва,rent,flat,8,14,3,74.0,75000,0,,,,,
12,ID 107867733,unknown,https://www.cian.ru/rent/flat/302199379/,Москва,rent,flat,4,15,3,50.5,55000,0,, Логинова,7к2,Силикатная,
13,Маргарита Медведева,realtor,https://www.cian.ru/rent/flat/301063354/,Москва,rent,flat,14,14,3,75.5,78000,0,, Логинова,1к1,Силикатная,
14,Самолет Плюс,real_estate_agent,https://podolsk.cian.ru/rent/flat/307699015/,Москва,rent,flat,9,9,2,35.0,35000,0,, Свердлова,1,Силикатная,
15,ГОРОБМЕН,real_estate_agent,https://podolsk.cian.ru/rent/flat/307724046/,Москва,rent,flat,1,9,1,33.0,35000,0,,Огородная ,3,Силикатная,
16,АльфаЮр-Хелп,real_estate_agent,https://podolsk.cian.ru/rent/flat/302590124/,Москва,rent,flat,4,14,1,43.0,29000,0,,проспект Ленина,8а,Силикатная,
17,ID 78465245,homeowner,https://vidnoye.cian.ru/rent/flat/307682258/,Москва,rent,flat,24,25,2,77.0,58000,0,,,,,
18,Александр Киреев,realtor,https://domodedovo.cian.ru/rent/flat/307704143/,Москва,rent,flat,11,17,2,60.0,50000,0,с. Домодедово, Творчества,5к1,,
19,Олеся Бехтерева,realtor,https://vidnoye.cian.ru/rent/flat/301653350/,Москва,rent,flat,17,27,1,23.0,25000,0,Дрожжино рп, Южная,27,,
20,Олег Тарасов,realtor,https://podolsk.cian.ru/rent/flat/307294225/,Москва,rent,flat,1,3,1,37.0,38000,0,мкр. Силикатная,проезд Авиаторов,6,,
21,ID 489412,realtor,https://vidnoye.cian.ru/rent/flat/307657862/,Москва,rent,flat,2,10,1,17.1,30000,0,Лопатино рп, Сухановская,22,,
22,ID 95961284,homeowner,https://podolsk.cian.ru/rent/flat/304379186/,Москва,rent,flat,1,3,1,30.7,25000,0,,,,,
23,Весна,real_estate_agent,https://podolsk.cian.ru/rent/flat/278885509/,Москва,rent,flat,3,17,1,41.0,45000,0,,Пионерская ,15к2,Силикатная,
