,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,ID 17607,real_estate_agent,https://khimki.cian.ru/rent/flat/307188164/,Москва,rent,flat,11,17,1,45.0,45000,0,,9 Мая ,12А,Речной вокзал,
1,МИЭЛЬ,real_estate_agent,https://khimki.cian.ru/rent/flat/307103520/,Москва,rent,flat,4,15,1,42.0,48000,0,, Академика Грушина,10,Речной вокзал,
2,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307098950/,Москва,rent,flat,32,35,1,46.0,90000,0,Левобережный,Фестивальная ,29,Речной вокзал,
3,ID 98268601,homeowner,https://www.cian.ru/rent/flat/307053611/,Москва,rent,flat,5,17,1,47.0,65000,0,Левобережный,Ленинградское шоссе,122,Речной вокзал,
4,EstateLiga,real_estate_agent,https://www.cian.ru/rent/flat/307014434/,Москва,rent,flat,15,30,1,46.0,100000,0,Головинский,Кронштадтский бульвар,9к2,Речной вокзал,
5,ID 48672888,unknown,https://www.cian.ru/rent/flat/306936603/,Москва,rent,flat,16,20,1,54.0,150000,0,Левобережный,,С1,Речной вокзал,Акватория ЖК
6,Марина Дудоладова,realtor,https://khimki.cian.ru/rent/flat/306909233/,Москва,rent,flat,23,26,1,40.0,55000,0,,9 Мая ,21к1,Речной вокзал,
7,ID 28115112,homeowner,https://khimki.cian.ru/rent/flat/306655849/,Москва,rent,flat,20,26,1,36.1,65000,0,,9 Мая ,21к1,Речной вокзал,
8,ID 13854370,homeowner,https://www.cian.ru/rent/flat/306575985/,Москва,rent,flat,25,35,1,48.3,48000,0,Левобережный,Фестивальная ,29,Речной вокзал,
9,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/306414859/,Москва,rent,flat,16,33,1,47.0,92000,0,Левобережный,Смольная ,49,Речной вокзал,
10,ID 62398309,homeowner,https://www.cian.ru/rent/flat/304133266/,Москва,rent,flat,32,35,1,46.0,90000,0,Левобережный,Фестивальная ,29,Речной вокзал,
11,ID 70483631,unknown,https://khimki.cian.ru/rent/flat/299202110/,Москва,rent,flat,12,12,1,38.3,40000,0,, Гоголя,8/2,Речной вокзал,
12,ID 13027652,realtor,https://www.cian.ru/rent/flat/297939041/,Москва,rent,flat,1,5,1,35.0,50000,0,Головинский, Лавочкина,14,Речной вокзал,
13,ID 87160609,homeowner,https://www.cian.ru/rent/flat/296668512/,Москва,rent,flat,21,26,1,45.0,80000,0,Головинский,Кронштадтский бульвар,6к4,Речной вокзал,
14,Геннадий Малолетников,realtor,https://khimki.cian.ru/rent/flat/295267909/,Москва,rent,flat,4,26,1,45.2,55000,0,,Ленинский проспект,22,Речной вокзал,
15,ID 13004974,homeowner,https://www.cian.ru/rent/flat/294183778/,Москва,rent,flat,7,24,1,41.0,65000,0,Ховрино,Зеленоградская ,19К1,Речной вокзал,
16,ID 104529988,homeowner,https://www.cian.ru/rent/flat/290174358/,Москва,rent,flat,16,33,1,47.4,92000,0,Левобережный,Смольная ,49,Речной вокзал,
17,ID 96029464,unknown,https://khimki.cian.ru/rent/flat/289537097/,Москва,rent,flat,23,25,1,42.1,58000,0,,проспект Мельникова,33,Речной вокзал,
18,Егор Колмогоров,realtor,https://khimki.cian.ru/rent/flat/288261546/,Москва,rent,flat,5,5,1,30.0,45000,0,, Энгельса,16,Речной вокзал,
19,ID 48226046,realtor,https://khimki.cian.ru/rent/flat/278867660/,Москва,rent,flat,2,6,1,40.0,65000,0,, Юннатов,15,Речной вокзал,
20,Анна Борисова,realtor,https://www.cian.ru/rent/flat/276992712/,Москва,rent,flat,5,14,1,40.0,80000,0,Головинский,Флотская ,28К2,Речной вокзал,
21,Вячеслав Гордеев,realtor,https://www.cian.ru/rent/flat/275807365/,Москва,rent,flat,4,10,1,52.0,56000,0,Ховрино,Фестивальная ,22К8,Речной вокзал,
22,Ольга Кузнецова,realtor,https://www.cian.ru/rent/flat/273137501/,Москва,rent,flat,1,5,1,30.0,50000,0,Левобережный,Ленинградское шоссе,98К2,Речной вокзал,
23,Полина Смок,realtor,https://www.cian.ru/rent/flat/272290159/,Москва,rent,flat,12,35,1,46.7,86000,0,Левобережный,Фестивальная ,29,Речной вокзал,
24,ID 78532888,homeowner,https://www.cian.ru/rent/flat/262851305/,Москва,rent,flat,8,12,1,35.0,90000,0,Левобережный,Фестивальная ,39К1,Речной вокзал,
25,ID 71805086,homeowner,https://khimki.cian.ru/rent/flat/255181922/,Москва,rent,flat,4,17,1,31.0,40000,0,, Имени К.И. Вороницына,1к2,Речной вокзал,
26,АЛЕКСА,real_estate_agent,https://khimki.cian.ru/rent/flat/254745246/,Москва,rent,flat,14,25,1,42.0,50000,0,, Горшина,1,Речной вокзал,
27,ID 13430919,homeowner,https://www.cian.ru/rent/flat/251355031/,Москва,rent,flat,8,17,1,28.0,60000,0,Левобережный,Смольная ,44к1,Речной вокзал,
28,Артем Тугумов,realtor,https://www.cian.ru/rent/flat/223093437/,Москва,rent,flat,2,14,1,38.0,75000,0,Левобережный,Фестивальная ,13К3,Речной вокзал,
29,ID 22300288,homeowner,https://khimki.cian.ru/rent/flat/200647420/,Москва,rent,flat,15,17,1,52.0,50000,0,, Чернышевского,3,Речной вокзал,
30,ID 12266885,homeowner,https://khimki.cian.ru/rent/flat/199248664/,Москва,rent,flat,25,25,1,54.0,63000,0,,Ленинский проспект,18,Речной вокзал,
