,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,ID 121214110,real_estate_agent,https://www.cian.ru/rent/flat/307785412/,Москва,rent,flat,4,12,3,82.0,80000,0,Выхино-Жулебино,Жулебинский бульвар,28К1,Лермонтовский проспект,
1,ID 25097728,realtor,https://kotelniki.cian.ru/rent/flat/307778215/,Москва,rent,flat,31,36,3,70.0,85000,0,, Сосновая,5,Лермонтовский проспект,
2,ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/307755536/,Москва,rent,flat,4,12,3,82.0,80000,0,Выхино-Жулебино,Жулебинский бульвар,28К1,Лермонтовский проспект,
3,Про Жильё,real_estate_agent,https://www.cian.ru/rent/flat/307706167/,Москва,rent,flat,7,14,3,80.0,90000,0,Выхино-Жулебино, Генерала Кузнецова,12,Лермонтовский проспект,
4,АЛЬФА,real_estate_agent,https://lyubertsy.cian.ru/rent/flat/307675593/,Москва,rent,flat,10,12,3,100.0,110000,0,,Октябрьский проспект,18к2,Лермонтовский проспект,
5,АЛЬЯНС Недвижимость,real_estate_agent,https://lyubertsy.cian.ru/rent/flat/307541886/,Москва,rent,flat,15,17,3,90.0,100000,0,, Кирова,1,Лермонтовский проспект,
6,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307498898/,Москва,rent,flat,4,12,3,81.0,80000,0,Выхино-Жулебино,Жулебинский бульвар,28К1,Лермонтовский проспект,
7,Андрей Алябьев,realtor,https://www.cian.ru/rent/flat/307458036/,Москва,rent,flat,7,14,3,75.0,90000,0,Выхино-Жулебино, Генерала Кузнецова,12,Лермонтовский проспект,
8,Людмила Мартынова,realtor,https://kotelniki.cian.ru/rent/flat/307396325/,Москва,rent,flat,17,25,3,76.0,90000,0,, Сосновая,2к1,Лермонтовский проспект,
9,EMPIRE HOME,real_estate_agent,https://lyubertsy.cian.ru/rent/flat/307391013/,Москва,rent,flat,13,25,3,80.0,80000,0,, 8 Марта,12к1,Лермонтовский проспект,
10,ID 21825897,realtor,https://lyubertsy.cian.ru/rent/flat/306956755/,Москва,rent,flat,2,14,3,85.0,100000,0,,Октябрьский проспект,10к1,Лермонтовский проспект,
11,ID 120726390,homeowner,https://kotelniki.cian.ru/rent/flat/306235130/,Москва,rent,flat,14,32,3,82.0,90000,0,, Сосновая,5,Лермонтовский проспект,
12,МИЭЛЬ,real_estate_agent,https://www.cian.ru/rent/flat/306168566/,Москва,rent,flat,3,5,3,104.0,120000,0,Выхино-Жулебино,Привольная ,23,Лермонтовский проспект,
13,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/306154124/,Москва,rent,flat,7,14,3,75.0,90000,0,Выхино-Жулебино, Генерала Кузнецова,12,Лермонтовский проспект,
14,ID 105188,homeowner,https://lyubertsy.cian.ru/rent/flat/299239425/,Москва,rent,flat,22,25,3,71.4,115000,0,, Летчика Ларюшина,6,Лермонтовский проспект,
15,ID 76338467,homeowner,https://kotelniki.cian.ru/rent/flat/282698651/,Москва,rent,flat,18,23,3,105.0,100000,0,, Строителей,1,Лермонтовский проспект,
16,Вера Кисилица,realtor,https://kotelniki.cian.ru/rent/flat/268322586/,Москва,rent,flat,4,17,3,76.0,100000,0,, Кузьминская,5к1,Лермонтовский проспект,
17,ID 10100902,homeowner,https://www.cian.ru/rent/flat/258432662/,Москва,rent,flat,4,12,3,81.0,80000,0,Выхино-Жулебино,Жулебинский бульвар,28К1,Лермонтовский проспект,
18,Анастасия Васильева,realtor,https://lyubertsy.cian.ru/rent/flat/285253344/,Москва,rent,flat,2,25,1,25.0,45000,0,,,4.1,Лермонтовский проспект,Жулебино Парк ЖК
19,Мой Дом - отделение Добрынинское,real_estate_agent,https://kotelniki.cian.ru/rent/flat/307716220/,Москва,rent,flat,5,19,2,42.0,45000,0,, Сосновая,1к2,Лермонтовский проспект,
20,Вера Закуткина,realtor,https://lyubertsy.cian.ru/rent/flat/307660841/,Москва,rent,flat,15,17,2,64.0,50000,0,, Кирова,5,Лермонтовский проспект,
21,Светлана Исаченкова,realtor,https://lyubertsy.cian.ru/rent/flat/307609257/,Москва,rent,flat,9,17,1,49.8,48000,0,,Октябрьский проспект,18к1,Лермонтовский проспект,
22,CENTURY 21 Перспектива,real_estate_agent,https://lyubertsy.cian.ru/rent/flat/305420320/,Москва,rent,flat,14,17,3,80.0,65000,0,, 3-е Почтовое Отделение,9,Люберцы,
23,ID 71667113,unknown,https://lyubertsy.cian.ru/rent/flat/296674189/,Москва,rent,flat,12,25,2,52.0,65000,0,, Летчика Ларюшина,6к2,Лермонтовский проспект,
24,ID 98734857,realtor,https://lyubertsy.cian.ru/rent/flat/307654008/,Москва,rent,flat,3,5,2,44.2,45000,0,, Кирова,41,Люберцы,
