,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,Михаил Феденков,realtor,https://www.cian.ru/rent/flat/307809422/,Москва,rent,flat,12,14,3,69.0,60000,0,, Пушкинская,1/2,Щербинка,
1,EMPIRE HOME,real_estate_agent,https://www.cian.ru/rent/flat/307775418/,Москва,rent,flat,4,14,3,55.0,50000,0,, Красовского,2к3,Щербинка,
2,ID 122104319,homeowner,https://domodedovo.cian.ru/rent/flat/307661365/,Москва,rent,flat,2,3,3,82.0,65000,0,,,,,
3,ID 88308452,unknown,https://podolsk.cian.ru/rent/flat/307605588/,Москва,rent,flat,7,14,3,86.0,70000,0,, Садовая,5к1,Щербинка,
4,Катерина Буйнова,realtor,https://podolsk.cian.ru/rent/flat/307576770/,Москва,rent,flat,6,9,3,62.5,60000,0,, Веллинга,6,Щербинка,
5,ID 100671469,homeowner,https://vidnoye.cian.ru/rent/flat/307554212/,Москва,rent,flat,3,18,3,72.0,60000,0,Дрожжино рп,шоссе Новое,4к3,,
6,Яндекс Аренда,real_estate_agent,https://vidnoye.cian.ru/rent/flat/307492594/,Москва,rent,flat,6,20,3,82.0,63000,0,Дрожжино рп,шоссе Новое,10к2,,
7,ID 113588458,homeowner,https://www.cian.ru/rent/flat/307409076/,Москва,rent,flat,13,14,3,70.9,67000,0,, Логинова,5к1,Щербинка,
8,ИП Боброва Е. И.,real_estate_agent,https://vidnoye.cian.ru/rent/flat/307336789/,Москва,rent,flat,11,17,3,80.0,80000,0,Боброво рп, Лесная,18,,
9,Самолет Плюс Москва,real_estate_agent,https://podolsk.cian.ru/rent/flat/307254356/,Москва,rent,flat,5,15,3,70.0,70000,0,,Парадный проезд,2/7,Щербинка,
10,ПИК-Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307152931/,Москва,rent,flat,9,9,3,79.2,79900,0,Южное Бутово,Варшавское шоссе,282к2,Щербинка,
11,ID 19335642,homeowner,https://podolsk.cian.ru/rent/flat/307101123/,Москва,rent,flat,4,5,3,67.0,60000,0,пос. Быково, Московская,2,,
12,Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307059049/,Москва,rent,flat,4,9,3,62.4,68500,0,, Логинова,5к2,Щербинка,
13,На Петровке,real_estate_agent,https://www.cian.ru/rent/flat/305726622/,Москва,rent,flat,4,14,3,74.0,75000,0,,,к12.3,Щербинка,Остафьево ЖК
14,Мой Дом - отделение Добрынинское,real_estate_agent,https://www.cian.ru/rent/flat/305102707/,Москва,rent,flat,4,12,3,68.0,57000,0,, Космонавтов,12,Щербинка,
15,ID 107867733,unknown,https://www.cian.ru/rent/flat/302199379/,Москва,rent,flat,4,15,3,50.5,55000,0,, Логинова,7к2,Щербинка,
16,Маргарита Медведева,realtor,https://www.cian.ru/rent/flat/301063354/,Москва,rent,flat,14,14,3,75.5,78000,0,, Логинова,1к1,Щербинка,
17,ID 85837202,homeowner,https://vidnoye.cian.ru/rent/flat/300028536/,Москва,rent,flat,7,22,3,75.0,55000,0,Боброво рп, Лесная,22,,
18,ID 78465245,homeowner,https://vidnoye.cian.ru/rent/flat/307682258/,Москва,rent,flat,24,25,2,77.0,58000,0,,,,,
19,Александр Киреев,realtor,https://domodedovo.cian.ru/rent/flat/307704143/,Москва,rent,flat,11,17,2,60.0,50000,0,с. Домодедово, Творчества,5к1,,
20,Олеся Бехтерева,realtor,https://vidnoye.cian.ru/rent/flat/301653350/,Москва,rent,flat,17,27,1,23.0,25000,0,Дрожжино рп, Южная,27,,
21,ID 489412,realtor,https://vidnoye.cian.ru/rent/flat/307657862/,Москва,rent,flat,2,10,1,17.1,30000,0,Лопатино рп, Сухановская,22,,
22,ID 79438406,homeowner,https://serpukhov.cian.ru/rent/flat/307656634/,Москва,rent,flat,12,17,1,38.6,28000,0,Серпухов,бульвар 65 лет Победы,13к1,,
23,Комфорт,real_estate_agent,https://vidnoye.cian.ru/rent/flat/307658989/,Москва,rent,flat,7,14,1,43.0,36000,0,Дрожжино рп, Южная,14,,
