,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,Яндекс Аренда,real_estate_agent,https://vidnoye.cian.ru/rent/flat/307729135/,Москва,rent,flat,7,8,2,46.0,65000,0,, Святослава Рихтера,5к1,Бульвар Дмитрия Донского,
1,ID 121214110,real_estate_agent,https://vidnoye.cian.ru/rent/flat/307726843/,Москва,rent,flat,9,25,2,65.0,85000,0,Дрожжино рп, Южная,3к3,,
2,Елена Батюк,realtor,https://www.cian.ru/rent/flat/307726561/,Москва,rent,flat,12,26,2,56.0,78000,0,Чертаново Южное,Варшавское шоссе,170Ек11,Бульвар Дмитрия Донского,
3,ID 121898131,homeowner,https://vidnoye.cian.ru/rent/flat/307725648/,Москва,rent,flat,7,21,2,58.0,60000,0,Дрожжино рп, Южная,19к1,,
4,EMPIRE HOME,real_estate_agent,https://vidnoye.cian.ru/rent/flat/307720952/,Москва,rent,flat,4,15,2,57.0,40000,0,, Галины Вишневской,1к1,Бульвар Дмитрия Донского,
5,ID 11693599,unknown,https://vidnoye.cian.ru/rent/flat/307710469/,Москва,rent,flat,5,5,2,63.7,70000,0,Суханово Парк ЖК, Парковая,1к5,,
6,Las Vegas,real_estate_agent,https://www.cian.ru/rent/flat/307707864/,Москва,rent,flat,2,9,2,45.0,120000,0,Северное Бутово,бульвар Дмитрия Донского,17,Бульвар Дмитрия Донского,
7,ID 472341,realtor,https://vidnoye.cian.ru/rent/flat/307703076/,Москва,rent,flat,9,10,2,57.62,55000,0,Лопатино рп, Сухановская,4,,
8,ID 20750189,unknown,https://www.cian.ru/rent/flat/307697944/,Москва,rent,flat,11,14,2,51.0,75000,0,Северное Бутово,Старобитцевская ,23К4,Бульвар Дмитрия Донского,
9,ID 19629440,homeowner,https://vidnoye.cian.ru/rent/flat/307689443/,Москва,rent,flat,11,17,2,52.0,80000,0,,,,,
10,ID 55090557,unknown,https://vidnoye.cian.ru/rent/flat/307688611/,Москва,rent,flat,10,20,2,59.9,50000,0,Дрожжино рп,шоссе Новое,10к2,,
11,ID 78465245,homeowner,https://vidnoye.cian.ru/rent/flat/307682258/,Москва,rent,flat,24,25,2,77.0,55000,0,,,,,
12,ID 119794297,homeowner,https://vidnoye.cian.ru/rent/flat/307680451/,Москва,rent,flat,11,17,2,61.7,58000,0,Боброво рп, Крымская,11к1,,
13,Елена Зуева,realtor,https://vidnoye.cian.ru/rent/flat/307669761/,Москва,rent,flat,3,19,2,62.0,55000,0,Боброво рп, Крымская,13,,
14,Ольга Миронова,realtor,https://vidnoye.cian.ru/rent/flat/307655589/,Москва,rent,flat,12,16,2,65.0,65000,0,Боброво рп, Лесная,16к1,,
15,ID 5618,realtor,https://vidnoye.cian.ru/rent/flat/307652127/,Москва,rent,flat,3,5,2,45.0,43000,0,пос. Дубровский, Турова,12А,,
16,ID 18185581,homeowner,https://vidnoye.cian.ru/rent/flat/307646958/,Москва,rent,flat,1,5,2,31.3,40000,0,пос. Дубровский, Турова,12А,,
17,MOTYLEK - департамент недвижимости,real_estate_agent,https://www.cian.ru/rent/flat/307634316/,Москва,rent,flat,7,17,2,52.0,70000,0,Южное Бутово,Варшавское шоссе,282к1,Бульвар Дмитрия Донского,
18,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307632086/,Москва,rent,flat,5,17,2,68.0,75000,0,Северное Бутово, Грина,12,Бульвар Дмитрия Донского,
19,ID 12212213,realtor,https://www.cian.ru/rent/flat/307631423/,Москва,rent,flat,13,22,2,56.0,56000,0,Северное Бутово,Старобитцевская ,19К3,Бульвар Дмитрия Донского,
20,Циан х ПИК-Аренда,real_estate_agent,https://vidnoye.cian.ru/rent/flat/307630360/,Москва,rent,flat,9,25,2,38.8,52600,0,Дрожжино рп, Южная,3к1,,
21,ID 21870962,unknown,https://vidnoye.cian.ru/rent/flat/307629676/,Москва,rent,flat,13,27,2,48.0,51000,0,Дрожжино рп,шоссе Новое,14,,
22,ID 8080,realtor,https://vidnoye.cian.ru/rent/flat/307612605/,Москва,rent,flat,9,18,2,74.0,50000,0,Боброво рп, Лесная,26,,
23,ID 37919308,homeowner,https://vidnoye.cian.ru/rent/flat/307610136/,Москва,rent,flat,3,17,2,60.0,65000,0,Дрожжино рп,шоссе Новое,,,
24,Денис Иванченко,realtor,https://www.cian.ru/rent/flat/307608017/,Москва,rent,flat,17,19,2,60.0,105000,0,Чертаново Южное,Варшавское шоссе,170Ек9,Бульвар Дмитрия Донского,
25,ID 101375587,homeowner,https://vidnoye.cian.ru/rent/flat/307592316/,Москва,rent,flat,14,24,2,56.0,60000,0,Южная Битца ЖК,бульвар Южный,6,,
26,Про Жильё,real_estate_agent,https://www.cian.ru/rent/flat/307588910/,Москва,rent,flat,12,17,2,50.0,80000,0,Южное Бутово,,1.2,Бульвар Дмитрия Донского,Никольские Луга ЖК
