,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,ДОМ.РФ Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307717886/,Москва,rent,flat,7,24,2,54.0,134990,0,Даниловский,Автозаводская ,23Бк2,Автозаводская,
1,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307712626/,Москва,rent,flat,1,5,2,45.0,70000,0,Даниловский, Симоновский Вал,24К3,Автозаводская,
2,AGORA,real_estate_agent,https://www.cian.ru/rent/flat/307711242/,Москва,rent,flat,4,6,2,43.0,120000,0,Даниловский, Архитектора Щусева,5к2,Автозаводская,
3,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307706385/,Москва,rent,flat,3,4,2,55.0,90000,0,Даниловский,Автозаводская ,23С928,Автозаводская,
4,Елена Лунёва,realtor,https://www.cian.ru/rent/flat/307695295/,Москва,rent,flat,2,15,2,73.0,170000,0,Даниловский,проспект Лихачева,14,Автозаводская,
5,Татьяна Ломакина,realtor,https://www.cian.ru/rent/flat/307688058/,Москва,rent,flat,15,22,2,64.0,250000,0,Даниловский,бульвар Братьев Весниных,1,Автозаводская,
6,EstateLiga,real_estate_agent,https://www.cian.ru/rent/flat/307684721/,Москва,rent,flat,10,15,2,46.0,140000,0,Даниловский,проспект Лихачева,18к6,Автозаводская,
7,BDC,real_estate_agent,https://www.cian.ru/rent/flat/307684564/,Москва,rent,flat,10,24,2,60.0,85000,0,Даниловский,Автозаводская ,23Бк2,Автозаводская,
8,AGORA,real_estate_agent,https://www.cian.ru/rent/flat/307678450/,Москва,rent,flat,6,16,2,67.0,190000,0,Даниловский,3-й Автозаводский проезд,3,Автозаводская,
9,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307664327/,Москва,rent,flat,9,21,2,63.0,220000,0,Даниловский,бульвар Братьев Весниных,1,Автозаводская,
