,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
12,ID 78465245,homeowner,https://vidnoye.cian.ru/rent/flat/307682258/,Москва,rent,flat,24,25,2,77.0,55000,0,,,,,
13,ID 119794297,homeowner,https://vidnoye.cian.ru/rent/flat/307680451/,Москва,rent,flat,11,17,2,61.7,58000,0,Боброво рп, Крымская,11к1,,
14,Елена Зуева,realtor,https://vidnoye.cian.ru/rent/flat/307669761/,Москва,rent,flat,3,19,2,62.0,55000,0,Боброво рп, Крымская,13,,
15,Ольга Миронова,realtor,https://vidnoye.cian.ru/rent/flat/307655589/,Москва,rent,flat,12,16,2,65.0,65000,0,Боброво рп, Лесная,16к1,,
16,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307632086/,Москва,rent,flat,5,17,2,68.0,75000,0,Северное Бутово, Грина,12,Бутово,
17,Циан х ПИК-Аренда,real_estate_agent,https://vidnoye.cian.ru/rent/flat/307630360/,Москва,rent,flat,9,25,2,38.8,52600,0,Дрожжино рп, Южная,3к1,,
18,ID 21870962,unknown,https://vidnoye.cian.ru/rent/flat/307629676/,Москва,rent,flat,13,27,2,48.0,51000,0,Дрожжино рп,шоссе Новое,14,,
19,ID 8080,realtor,https://vidnoye.cian.ru/rent/flat/307612605/,Москва,rent,flat,9,18,2,74.0,50000,0,Боброво рп, Лесная,26,,
20,Про Жильё,real_estate_agent,https://www.cian.ru/rent/flat/307611527/,Москва,rent,flat,4,16,2,42.0,60000,0,Южное Бутово,Краснолиманская ,29,Бутово,
21,ID 37919308,homeowner,https://vidnoye.cian.ru/rent/flat/307610136/,Москва,rent,flat,3,17,2,60.0,65000,0,Дрожжино рп,шоссе Новое,,,
22,ID 101375587,homeowner,https://vidnoye.cian.ru/rent/flat/307592316/,Москва,rent,flat,14,24,2,56.0,60000,0,Южная Битца ЖК,бульвар Южный,6,,
23,Про Жильё,real_estate_agent,https://www.cian.ru/rent/flat/307588910/,Москва,rent,flat,12,17,2,50.0,80000,0,Южное Бутово,,1.2,Бутово,Никольские Луга ЖК
24,Град-эстейт,real_estate_agent,https://vidnoye.cian.ru/rent/flat/307580487/,Москва,rent,flat,7,22,2,54.7,75000,0,Южная Битца ЖК,бульвар Южный,5,,
25,На Петровке,real_estate_agent,https://www.cian.ru/rent/flat/307547791/,Москва,rent,flat,4,14,2,50.0,60000,0,Южное Бутово,Старонародная ,2,Бутово,
26,Евгений Кабко,realtor,https://vidnoye.cian.ru/rent/flat/307541200/,Москва,rent,flat,16,17,2,63.8,80000,0,Дрожжино рп,шоссе Новое,12к3,,
27,ID 80815118,unknown,https://vidnoye.cian.ru/rent/flat/307493007/,Москва,rent,flat,15,21,2,58.3,70000,0,Дрожжино рп,шоссе Новое,3к1,,
28,ID 103487532,homeowner,https://vidnoye.cian.ru/rent/flat/307456624/,Москва,rent,flat,16,25,2,57.4,50000,0,,,,,
29,BARSANDKEY,real_estate_agent,https://www.cian.ru/rent/flat/307438757/,Москва,rent,flat,11,17,2,35.0,50000,0,Южное Бутово,Варшавское шоссе,282к2,Бутово,
30,ID 116585567,homeowner,https://vidnoye.cian.ru/rent/flat/307430819/,Москва,rent,flat,3,21,2,58.5,59000,0,Дрожжино рп,шоссе Новое,12к2,,
31,Егор Россихин,realtor,https://vidnoye.cian.ru/rent/flat/307393547/,Москва,rent,flat,6,24,2,59.0,60000,0,Боброво рп, Лесная,14,,
32,Марина Касимова,realtor,https://www.cian.ru/rent/flat/307384134/,Москва,rent,flat,11,14,2,57.0,55000,0,Южное Бутово, Захарьинские Дворики,3к1,Бутово,
33,ID 121833671,homeowner,https://vidnoye.cian.ru/rent/flat/307383881/,Москва,rent,flat,4,5,2,63.0,45000,0,,,,,
34,ID 92772456,homeowner,https://vidnoye.cian.ru/rent/flat/307367040/,Москва,rent,flat,22,26,2,53.0,80000,0,Дрожжино рп, Южная,11к4,,
35,ID 74969108,homeowner,https://vidnoye.cian.ru/rent/flat/307366598/,Москва,rent,flat,4,9,2,43.0,50000,0,, Галины Вишневской,10к1,Бутово,
36,ID 121693505,realtor,https://vidnoye.cian.ru/rent/flat/307261250/,Москва,rent,flat,17,23,2,64.0,60000,0,,,,,
37,Столичная Недвижимость.,real_estate_agent,https://vidnoye.cian.ru/rent/flat/307257621/,Москва,rent,flat,8,10,2,47.0,45000,0,Лопатино рп,бульвар Солнечный,8,,
38,ID 369978,realtor,https://vidnoye.cian.ru/rent/flat/307257321/,Москва,rent,flat,11,15,2,40.0,53000,0,Дрожжино рп, Южная,16,,
39,ID 120004520,homeowner,https://vidnoye.cian.ru/rent/flat/307236890/,Москва,rent,flat,2,10,2,55.0,60000,0,Лопатино рп, Сухановская,30,,
40,ID 104133040,homeowner,https://vidnoye.cian.ru/rent/flat/307149914/,Москва,rent,flat,13,25,2,65.0,68000,0,Южная Битца ЖК, Парковая,1,,
41,Адалят Алиев,realtor,https://www.cian.ru/rent/flat/307143036/,Москва,rent,flat,6,17,2,68.0,80000,0,Северное Бутово, Грина,12,Бутово,
42,ID 344391,realtor,https://www.cian.ru/rent/flat/307113025/,Москва,rent,flat,4,14,2,53.0,60000,0,Южное Бутово,Старонародная ,2,Бутово,
43,Дмитрий Дьяченко,realtor,https://vidnoye.cian.ru/rent/flat/307065932/,Москва,rent,flat,16,22,2,55.0,56000,0,Южная Битца ЖК,бульвар Южный,5,,
44,ID 117791314,homeowner,https://vidnoye.cian.ru/rent/flat/307065319/,Москва,rent,flat,3,26,2,35.5,62000,0,Дрожжино рп, Южная,11к4,,
45,RealLife,real_estate_agent,https://vidnoye.cian.ru/rent/flat/307065153/,Москва,rent,flat,3,8,2,46.5,50000,0,, Святослава Рихтера,3к1,Бутово,
46,Михаил Слободской,realtor,https://vidnoye.cian.ru/rent/flat/307063414/,Москва,rent,flat,3,4,2,52.4,55000,0,,,,,
47,ID 15430865,homeowner,https://vidnoye.cian.ru/rent/flat/307059060/,Москва,rent,flat,10,17,2,55.4,58000,0,Дрожжино рп, Южная,14,,
48,АНБИС,real_estate_agent,https://vidnoye.cian.ru/rent/flat/307055127/,Москва,rent,flat,2,10,2,50.0,45000,0,Лопатино рп, Сухановская,2,,
49,ID 16008408,homeowner,https://vidnoye.cian.ru/rent/flat/306923364/,Москва,rent,flat,18,19,2,62.0,65000,0,Дрожжино рп,шоссе Новое,3к1,,
50,ID 76461460,homeowner,https://vidnoye.cian.ru/rent/flat/306901964/,Москва,rent,flat,7,14,2,52.0,50000,0,Боброво рп, Лесная,22,,
51,Алексей Абрамов,realtor,https://vidnoye.cian.ru/rent/flat/306895427/,Москва,rent,flat,8,17,2,60.0,65000,0,Южная Битца ЖК,бульвар Южный,5,,
52,ID 67275569,realtor,https://vidnoye.cian.ru/rent/flat/306875145/,Москва,rent,flat,5,9,2,70.0,80000,0,, Святослава Рихтера,6,Бутово,
53,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/306846002/,Москва,rent,flat,3,3,2,42.0,55000,0,Южное Бутово,д. Щербинка,10,Бутово,
54,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/306655898/,Москва,rent,flat,10,14,2,54.0,60000,0,Южное Бутово,Скобелевская ,32,Бутово,
55,Артем Суганов,realtor,https://www.cian.ru/rent/flat/306496979/,Москва,rent,flat,3,5,2,46.0,35000,0,, Авиаторов,7,Бутово,
