,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,EMPIRE HOME,real_estate_agent,https://podolsk.cian.ru/rent/flat/307770879/,Москва,rent,flat,1,2,2,44.0,35000,0,д. Федюково, Строителей,9,,
1,ID 16660789,homeowner,https://vidnoye.cian.ru/rent/flat/307741592/,Москва,rent,flat,9,26,2,38.8,50000,0,Дрожжино рп, Южная,3к1,,
2,ID 15588137,unknown,https://vidnoye.cian.ru/rent/flat/307739285/,Москва,rent,flat,2,17,2,59.0,62000,0,Дрожжино рп,шоссе Новое,8к2,,
3,ID 80379459,realtor,https://vidnoye.cian.ru/rent/flat/307738326/,Москва,rent,flat,5,19,2,54.3,60000,0,Дрожжино рп, Южная,9,,
4,Яндекс Аренда,real_estate_agent,https://vidnoye.cian.ru/rent/flat/307729135/,Москва,rent,flat,7,8,2,46.0,65000,0,, Святослава Рихтера,5к1,Бутово,
5,ID 121898131,homeowner,https://vidnoye.cian.ru/rent/flat/307725648/,Москва,rent,flat,7,21,2,58.0,60000,0,Дрожжино рп, Южная,19к1,,
6,EMPIRE HOME,real_estate_agent,https://vidnoye.cian.ru/rent/flat/307720952/,Москва,rent,flat,4,15,2,57.0,40000,0,, Галины Вишневской,1к1,Бутово,
7,Про Жильё,real_estate_agent,https://www.cian.ru/rent/flat/307711327/,Москва,rent,flat,14,23,2,60.0,68000,0,Южное Бутово,бульвар Адмирала Ушакова,2,Бутово,
8,ID 11693599,unknown,https://vidnoye.cian.ru/rent/flat/307710469/,Москва,rent,flat,5,5,2,63.7,70000,0,Суханово Парк ЖК, Парковая,1к5,,
9,ID 472341,realtor,https://vidnoye.cian.ru/rent/flat/307703076/,Москва,rent,flat,9,10,2,57.62,55000,0,Лопатино рп, Сухановская,4,,
10,ID 19629440,homeowner,https://vidnoye.cian.ru/rent/flat/307689443/,Москва,rent,flat,11,17,2,52.0,80000,0,,,,,
11,ID 55090557,unknown,https://vidnoye.cian.ru/rent/flat/307688611/,Москва,rent,flat,10,20,2,59.9,50000,0,Дрожжино рп,шоссе Новое,10к2,,
