,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,ID 1375,realtor,https://www.cian.ru/rent/flat/307827385/,Москва,rent,flat,2,2,3,70.0,55000,0,Косино-Ухтомский,Поселковая ,2К9,Косино,
1,МИЭЛЬ,real_estate_agent,https://www.cian.ru/rent/flat/306168566/,Москва,rent,flat,3,5,3,104.0,120000,0,Выхино-Жулебино,Привольная ,23,Косино,
2,Capital Mars,real_estate_agent,https://kotelniki.cian.ru/rent/flat/300501525/,Москва,rent,flat,18,19,3,105.0,100000,0,, Строителей,1,Косино,
3,Анастасия Васильева,realtor,https://lyubertsy.cian.ru/rent/flat/285253344/,Москва,rent,flat,2,25,1,25.0,45000,0,,,4.1,Котельники,Жулебино Парк ЖК
4,Мой Дом - отделение Добрынинское,real_estate_agent,https://kotelniki.cian.ru/rent/flat/307716220/,Москва,rent,flat,5,19,2,42.0,45000,0,, Сосновая,1к2,Котельники,
5,Вера Закуткина,realtor,https://lyubertsy.cian.ru/rent/flat/307660841/,Москва,rent,flat,15,17,2,64.0,50000,0,, Кирова,5,Жулебино,
6,CENTURY 21 Перспектива,real_estate_agent,https://lyubertsy.cian.ru/rent/flat/305420320/,Москва,rent,flat,14,17,3,80.0,65000,0,, 3-е Почтовое Отделение,9,Люберцы,
7,ID 71667113,unknown,https://lyubertsy.cian.ru/rent/flat/296674189/,Москва,rent,flat,12,25,2,52.0,65000,0,, Летчика Ларюшина,6к2,Котельники,
8,ID 55724848,unknown,https://kotelniki.cian.ru/rent/flat/307712324/,Москва,rent,flat,23,26,2,58.0,55000,0,,,2,Котельники,
9,ID 53005653,realtor,https://lyubertsy.cian.ru/rent/flat/306181098/,Москва,rent,flat,2,5,2,39.5,45000,0,, 3-е Почтовое Отделение,24,Котельники,
10,МИРА,real_estate_agent,https://dzerzhinsky.cian.ru/rent/flat/307713360/,Москва,rent,flat,5,14,2,72.0,48000,0,,Угрешская ,32,Котельники,
11,Екатерина Дрозд,realtor,https://dzerzhinsky.cian.ru/rent/flat/307697906/,Москва,rent,flat,4,9,3,55.0,65000,0,,Томилинская ,18,Котельники,
12,ID 95802747,homeowner,https://lyubertsy.cian.ru/rent/flat/278189315/,Москва,rent,flat,21,25,1,34.0,55000,0,, Летчика Ларюшина,12,Котельники,
13,Ирина Григорьева,realtor,https://lyubertsy.cian.ru/rent/flat/307370113/,Москва,rent,flat,11,25,1,30.0,45000,0,, Летчика Ларюшина,2,Котельники,
14,Наталия Овчинникова,realtor,https://kotelniki.cian.ru/rent/flat/307652216/,Москва,rent,flat,5,25,2,44.0,55000,0,,,1к21,Котельники,
15,Анастасия Васильева,realtor,https://lyubertsy.cian.ru/rent/flat/307415695/,Москва,rent,flat,7,26,2,37.5,65000,0,, Летчика Ларюшина,18,Котельники,
16,ID 32266,realtor,https://lyubertsy.cian.ru/rent/flat/307294394/,Москва,rent,flat,11,14,2,71.0,53000,0,, Авиаторов,2к1,Котельники,
17,ВИТА,real_estate_agent,https://dzerzhinsky.cian.ru/rent/flat/307460055/,Москва,rent,flat,9,18,1,45.0,45000,0,, Доркина,6,Котельники,
18,ПИК-Аренда,real_estate_agent,https://lyubertsy.cian.ru/rent/flat/307221129/,Москва,rent,flat,3,25,2,35.3,55000,0,, 8 Марта,12к2,Ухтомская,
19,Валерий Куликов,realtor,https://lyubertsy.cian.ru/rent/flat/307714269/,Москва,rent,flat,15,17,2,52.0,58000,0,, 3-е Почтовое Отделение,84,Жулебино,
20,МИРА,real_estate_agent,https://lyubertsy.cian.ru/rent/flat/303429857/,Москва,rent,flat,12,25,2,60.0,51000,0,, 3-е Почтовое Отделение,65,Косино,
21,ID 99612600,homeowner,https://kotelniki.cian.ru/rent/flat/307424117/,Москва,rent,flat,33,33,2,64.0,85000,0,, Сосновая,5к1,Котельники,
22,ID 105450140,homeowner,https://lyubertsy.cian.ru/rent/flat/306123737/,Москва,rent,flat,2,17,3,78.6,60000,0,, Камова,5к2,Некрасовка,
23,ID 90287067,homeowner,https://lyubertsy.cian.ru/rent/flat/307685892/,Москва,rent,flat,5,9,2,43.0,65000,0,, Побратимов,17,Люберцы,
