,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,ID 9732094,realtor,https://www.cian.ru/rent/flat/307723377/,Москва,rent,flat,14,26,1,42.0,90000,0,Нагорный,Электролитный проезд,7,Нагатинская,
1,Ирина Михалина,realtor,https://www.cian.ru/rent/flat/307722501/,Москва,rent,flat,4,5,1,30.0,45000,0,Академический,Большая Черемушкинская ,8к1,Нагатинская,
2,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307701688/,Москва,rent,flat,21,26,1,26.0,80000,0,Нагатино-Садовники,Нагатинская набережная,10А,Нагатинская,
3,Vmestate,real_estate_agent,https://www.cian.ru/rent/flat/307670241/,Москва,rent,flat,12,14,1,39.0,70000,0,Нагатино-Садовники,Нагатинская набережная,14К3,Нагатинская,
4,Любовь Дмитренко,realtor,https://www.cian.ru/rent/flat/307650886/,Москва,rent,flat,18,25,1,38.5,70000,0,Нагорный,Электролитный проезд,16к3,Нагатинская,
5,Паскаль,real_estate_agent,https://www.cian.ru/rent/flat/307649879/,Москва,rent,flat,4,33,1,30.0,85000,0,Донской,,к3,Нагатинская,Новоданиловская 8 ЖК
6,ПИК-Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307586331/,Москва,rent,flat,13,33,1,25.3,64900,0,Нагатино-Садовники,2-й Нагатинский проезд,2/2к1,Нагатинская,
7,Светлана Еремина,realtor,https://www.cian.ru/rent/flat/307574098/,Москва,rent,flat,3,15,1,41.0,65000,0,Котловка,Нагорная ,21К1,Нагатинская,
8,Марина Фарафонова,realtor,https://www.cian.ru/rent/flat/307527997/,Москва,rent,flat,14,26,1,43.2,120000,0,Нагорный,Электролитный проезд,7,Нагатинская,
9,EMPIRE HOME,real_estate_agent,https://www.cian.ru/rent/flat/307434590/,Москва,rent,flat,1,9,1,40.0,60000,0,Нагатино-Садовники,Каширское шоссе,7К1,Нагатинская,
10,Алёна Иванова,realtor,https://www.cian.ru/rent/flat/307431972/,Москва,rent,flat,12,17,1,46.0,95000,0,Нагатино-Садовники,Нагатинская набережная,10к1,Нагатинская,
11,,,https://www.cian.ru/rent/flat/307271653/,Москва,rent,flat,24,24,1,40.0,115000,0,Донской,Новоданиловская набережная,8к2,Нагатинская,
12,Элитный Дом,real_estate_agent,https://www.cian.ru/rent/flat/307156189/,Москва,rent,flat,8,27,1,42.0,110000,0,Нагорный,Электролитный проезд,7,Нагатинская,
13,EMPIRE HOME,real_estate_agent,https://www.cian.ru/rent/flat/307127060/,Москва,rent,flat,1,5,1,32.0,50000,0,Нагатино-Садовники,Варшавское шоссе,59К2,Нагатинская,
14,ЕВРОНЕДВИЖИМОСТЬ на Павелецкой,real_estate_agent,https://www.cian.ru/rent/flat/306459022/,Москва,rent,flat,18,24,1,41.0,85000,0,Нагорный,Электролитный проезд,7,Нагатинская,
15,Наталия Селифонова,realtor,https://www.cian.ru/rent/flat/298791655/,Москва,rent,flat,1,4,1,27.3,65000,0,Нагорный,Электролитный проезд,1к2,Нагатинская,
16,ID 11170249,homeowner,https://www.cian.ru/rent/flat/295631578/,Москва,rent,flat,3,24,1,31.0,90000,0,Донской,,к3,Нагатинская,Новоданиловская 8 ЖК
17,ID 149789,realtor,https://www.cian.ru/rent/flat/294510562/,Москва,rent,flat,12,24,1,38.0,120000,0,Донской,,к2,Нагатинская,Новоданиловская 8 ЖК
18,ID 7291,realtor,https://www.cian.ru/rent/flat/290292235/,Москва,rent,flat,9,33,1,34.0,65000,0,Нагатино-Садовники,2-й Нагатинский проезд,2/2к1,Нагатинская,
19,Достижение,real_estate_agent,https://www.cian.ru/rent/flat/279698322/,Москва,rent,flat,8,9,1,33.0,55000,0,Котловка,Нагорная ,9к1,Нагатинская,
20,Виктория Шмакова,realtor,https://www.cian.ru/rent/flat/307605586/,Москва,rent,flat,7,9,1,33.0,58000,0,Черемушки, Архитектора Власова,19К4,Новые Черёмушки,
21,ID 22699,realtor,https://www.cian.ru/rent/flat/271799247/,Москва,rent,flat,2,5,1,31.0,57000,0,Котловка,Нагорная ,38К2,Нахимовский проспект,
22,Елена Закора,realtor,https://www.cian.ru/rent/flat/307345481/,Москва,rent,flat,3,4,1,30.0,53000,0,Даниловский,Автозаводская ,23С928,ЗИЛ,
23,Наталья Шамонаева,realtor,https://www.cian.ru/rent/flat/307659237/,Москва,rent,flat,10,14,2,45.0,50000,0,Нагатино-Садовники,Нагатинская набережная,16К3,,
24,ID 25800399,homeowner,https://www.cian.ru/rent/flat/205302830/,Москва,rent,flat,5,12,1,40.0,55000,0,Нагатинский затон,Нагатинская набережная,60К2,Коломенская,
