,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,ID 7299,realtor,https://www.cian.ru/rent/flat/307742801/,Москва,rent,flat,9,14,2,37.0,49999,0,,,к10-11,Улица Горчакова,Эко Бунино ЖК
1,Егор Россихин,realtor,https://www.cian.ru/rent/flat/307706368/,Москва,rent,flat,7,17,2,60.0,55000,0,, Александры Монаховой,101,Улица Горчакова,
2,Про Жильё,real_estate_agent,https://www.cian.ru/rent/flat/307703950/,Москва,rent,flat,16,18,2,50.0,55000,0,, Александры Монаховой,92к2,Улица Горчакова,
3,ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/307701622/,Москва,rent,flat,14,17,2,42.0,65000,0,,проспект Куприна,24к3,Улица Горчакова,
4,ID 87578192,unknown,https://www.cian.ru/rent/flat/307679841/,Москва,rent,flat,7,18,2,54.4,80000,0,, Александры Монаховой,89к1,Улица Горчакова,
5,Про Жильё,real_estate_agent,https://www.cian.ru/rent/flat/307678534/,Москва,rent,flat,9,18,2,70.0,72000,0,, Александры Монаховой,92к2,Улица Горчакова,
6,Владис,real_estate_agent,https://www.cian.ru/rent/flat/307674143/,Москва,rent,flat,8,10,2,70.0,75000,0,Южное Бутово, Академика Семенова,3,Улица Горчакова,
7,ID 24523,realtor,https://www.cian.ru/rent/flat/307668682/,Москва,rent,flat,2,10,2,54.0,65000,0,Южное Бутово, Адмирала Лазарева,74,Улица Горчакова,
8,ИскИн,real_estate_agent,https://www.cian.ru/rent/flat/307655778/,Москва,rent,flat,15,18,2,40.0,65000,0,, Александры Монаховой,89к1,Улица Горчакова,
9,Качанова и партнеры,real_estate_agent,https://www.cian.ru/rent/flat/307651121/,Москва,rent,flat,18,22,2,56.2,80000,0,Южное Бутово, Академика Понтрягина,11к1,Улица Горчакова,
10,Лидия Скороходова,realtor,https://www.cian.ru/rent/flat/307628356/,Москва,rent,flat,4,12,2,53.0,50000,0,Южное Бутово,проезд Чечерский,104,Улица Горчакова,
11,Про Жильё,real_estate_agent,https://www.cian.ru/rent/flat/307578733/,Москва,rent,flat,12,17,2,58.0,75000,0,Южное Бутово, Кадырова,8К3,Улица Горчакова,
12,WHITE BROKER Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307578129/,Москва,rent,flat,12,17,2,53.0,75000,0,Южное Бутово, Кадырова,8К3,Улица Горчакова,
13,DOORS AGENCY,real_estate_agent,https://www.cian.ru/rent/flat/307576851/,Москва,rent,flat,15,17,2,32.0,65000,0,,проспект Куприна,18к2,Улица Горчакова,
14,ID 294792,unknown,https://www.cian.ru/rent/flat/307569949/,Москва,rent,flat,2,10,2,57.7,65000,0,Южное Бутово,Южнобутовская ,56,Улица Горчакова,
15,Наталья Широкова,realtor,https://www.cian.ru/rent/flat/307567577/,Москва,rent,flat,4,17,2,52.0,65000,0,, Александры Монаховой,89к1,Улица Горчакова,
16,Про Жильё,real_estate_agent,https://www.cian.ru/rent/flat/307549659/,Москва,rent,flat,9,17,2,55.0,75000,0,, Александры Монаховой,84к1,Улица Горчакова,
17,Макспол Парк Культуры,real_estate_agent,https://www.cian.ru/rent/flat/307525224/,Москва,rent,flat,14,17,2,36.0,65000,0,, Александры Монаховой,89к1,Улица Горчакова,
18,EMPIRE HOME,real_estate_agent,https://www.cian.ru/rent/flat/307510318/,Москва,rent,flat,11,17,2,32.0,63000,0,,проспект Куприна,18к2,Улица Горчакова,
19,Светлана Лушкина,realtor,https://www.cian.ru/rent/flat/307509897/,Москва,rent,flat,6,17,2,52.3,120000,0,, Александры Монаховой,87к4,Улица Горчакова,
20,Иван Заугаров,realtor,https://www.cian.ru/rent/flat/307475593/,Москва,rent,flat,8,14,2,55.0,60000,0,Южное Бутово, Адмирала Руднева,12,Улица Горчакова,
21,ID 57589076,realtor,https://www.cian.ru/rent/flat/307461323/,Москва,rent,flat,3,9,2,51.0,45000,0,,,27,Улица Горчакова,
22,ID 264,realtor,https://www.cian.ru/rent/flat/307396824/,Москва,rent,flat,10,10,2,58.0,60000,0,,проезд Чечерский,128к1,Улица Горчакова,
23,Мой Дом - отделение Добрынинское,real_estate_agent,https://www.cian.ru/rent/flat/307385119/,Москва,rent,flat,2,6,2,96.1,75000,0,Южное Бутово,Южнобутовская ,91,Улица Горчакова,
24,ID 10897169,unknown,https://www.cian.ru/rent/flat/307369841/,Москва,rent,flat,12,14,2,53.0,60000,0,Южное Бутово,Веневская ,1,Улица Горчакова,
25,ID 370585,realtor,https://www.cian.ru/rent/flat/307310153/,Москва,rent,flat,9,10,2,56.0,58000,0,Южное Бутово, Адмирала Лазарева,74,Улица Горчакова,
26,Павел Конорев,realtor,https://www.cian.ru/rent/flat/307201648/,Москва,rent,flat,5,17,2,50.6,65000,0,Южное Бутово,бульвар Адмирала Ушакова,11,Улица Горчакова,
27,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307061564/,Москва,rent,flat,8,14,2,70.0,70000,0,Южное Бутово, Академика Семенова,3,Улица Горчакова,
