,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,ID 31776857,homeowner,https://odintsovo.cian.ru/rent/flat/307724190/,Москва,rent,flat,4,4,2,58.6,50000,0,д. Митькино, Заречная,4,,
1,ID 91331,realtor,https://www.cian.ru/rent/flat/307724071/,Москва,rent,flat,10,14,2,39.8,50000,0,, Аэростатная,6к4,Санино,
2,Татьяна Шотова,realtor,https://naro-fominsk.cian.ru/rent/flat/307674220/,Москва,rent,flat,3,3,2,45.0,40000,0,,,,,
3,Самолет Плюс МСК Ленинский проспект,real_estate_agent,https://www.cian.ru/rent/flat/307671364/,Москва,rent,flat,5,14,2,33.2,55000,0,, Аэростатная,6к4,Санино,
4,ID 121976261,homeowner,https://www.cian.ru/rent/flat/307639132/,Москва,rent,flat,6,14,2,36.7,55000,0,, Аэростатная,6к6,Санино,
5,Владис,real_estate_agent,https://www.cian.ru/rent/flat/307632057/,Москва,rent,flat,11,14,2,52.8,50000,0,, Аэростатная,6к3,Санино,
6,ID 99973557,realtor,https://www.cian.ru/rent/flat/307619785/,Москва,rent,flat,6,11,2,77.5,60000,0,, Семена Гордого,12,Санино,
7,ID 79716114,homeowner,https://www.cian.ru/rent/flat/307591911/,Москва,rent,flat,7,15,2,36.7,55000,0,, Стожарова,7,Санино,
8,ID 307527,unknown,https://www.cian.ru/rent/flat/307569912/,Москва,rent,flat,3,9,2,72.0,80000,0,, Семена Гордого,1,Санино,
9,EMPIRE HOME,real_estate_agent,https://www.cian.ru/rent/flat/307433318/,Москва,rent,flat,9,14,2,51.0,55000,0,, Стожарова,7,Санино,
10,Алиса Максимова,realtor,https://www.cian.ru/rent/flat/307415424/,Москва,rent,flat,11,14,2,36.0,45000,0,, Аэростатная,6к3,Санино,
11,ID 18118,realtor,https://www.cian.ru/rent/flat/307304318/,Москва,rent,flat,3,7,2,41.0,55000,0,, Медовая Долина,7к1,Санино,
12,ID 88812188,homeowner,https://www.cian.ru/rent/flat/307220761/,Москва,rent,flat,9,14,2,32.8,60000,0,, Аэростатная,14к1,Санино,
13,ID 64333698,realtor,https://golitsyno.cian.ru/rent/flat/307200464/,Москва,rent,flat,2,5,2,50.0,34000,0,,проспект Керамиков,88,Санино,
14,ID 40124471,unknown,https://www.cian.ru/rent/flat/307046034/,Москва,rent,flat,9,14,2,38.0,50000,0,, Аэростатная,6к4,Санино,
15,ID 82886436,realtor,https://www.cian.ru/rent/flat/306886846/,Москва,rent,flat,2,5,2,72.0,55000,0,Новая Москва, Школьная,13к2,Санино,
16,ID 84627845,realtor,https://www.cian.ru/rent/flat/306835369/,Москва,rent,flat,11,15,2,35.0,60000,0,, Аэростатная,12к1,Санино,
17,ID 99408691,homeowner,https://www.cian.ru/rent/flat/306423482/,Москва,rent,flat,8,14,2,36.6,48000,0,, Стожарова,11,Санино,
18,Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/304516783/,Москва,rent,flat,4,9,2,72.0,94500,0,, Семена Гордого,3,Санино,
19,ID 81770692,homeowner,https://www.cian.ru/rent/flat/302861278/,Москва,rent,flat,3,14,2,35.0,55000,0,,,к5,Санино,Новое Внуково ЖК
20,EMPIRE HOME,real_estate_agent,https://naro-fominsk.cian.ru/rent/flat/296759418/,Москва,rent,flat,2,4,2,42.0,20000,0,,,,,
21,Столичная Служба Недвижимости,real_estate_agent,https://golitsyno.cian.ru/rent/flat/290059819/,Москва,rent,flat,1,2,2,130.0,80000,0,,Крестьянский проспект,,Санино,
22,Антон Осмелкин,realtor,https://www.cian.ru/rent/flat/307647761/,Москва,rent,flat,6,10,2,38.0,45000,0,, Усадебный Парк,1,Филатов Луг,
23,ID 6763918,homeowner,https://www.cian.ru/rent/flat/182935015/,Москва,rent,flat,6,17,1,38.0,45000,0,, Бориса Пастернака,7,Рассказовка,
24,Марина Белова,realtor,https://www.cian.ru/rent/flat/306402356/,Москва,rent,flat,9,9,2,36.0,50000,0,, Усадебный Парк,3,Филатов Луг,
