,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,Сергей Карпов,realtor,https://krasnogorsk.cian.ru/rent/flat/307759258/,Москва,rent,flat,4,14,2,58.2,60000,0,, Имени Зверева,4,Павшино,
1,ID 122180476,homeowner,https://krasnogorsk.cian.ru/rent/flat/307727954/,Москва,rent,flat,5,11,2,67.5,90000,0,пос. Ильинское-Усово,проезд Александра Невского,6,,
2,Анна Каниговская,realtor,https://krasnogorsk.cian.ru/rent/flat/307722982/,Москва,rent,flat,5,5,2,45.0,49000,0,,,,Павшино,
3,ID 403253,realtor,https://krasnogorsk.cian.ru/rent/flat/307716482/,Москва,rent,flat,9,9,2,17.0,45000,0,, 50 лет Октября,2/37,Павшино,
4,ID 122152002,homeowner,https://krasnogorsk.cian.ru/rent/flat/307713011/,Москва,rent,flat,6,14,2,75.0,90000,0,, Ленина,33,Павшино,
5,MOTYLEK - департамент недвижимости,real_estate_agent,https://krasnogorsk.cian.ru/rent/flat/307701752/,Москва,rent,flat,5,5,2,50.0,60000,0,, Георгия Димитрова,6,Павшино,
6,ID 85679984,homeowner,https://www.cian.ru/rent/flat/307696480/,Москва,rent,flat,7,14,2,54.0,75000,0,Митино,Уваровский переулок,3,Павшино,
7,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307651335/,Москва,rent,flat,21,25,2,55.0,108000,0,Кунцево,№ 100 кв-л,1к2,Павшино,
8,Only Realty,real_estate_agent,https://krasnogorsk.cian.ru/rent/flat/307648750/,Москва,rent,flat,7,12,2,65.4,59990,0,,Заводская ,4,Павшино,
9,Алла Денисова,realtor,https://krasnogorsk.cian.ru/rent/flat/307630429/,Москва,rent,flat,5,9,2,60.0,80000,0,пос. Ильинское-Усово, Заповедная,13,,
10,Яндекс Аренда,real_estate_agent,https://krasnogorsk.cian.ru/rent/flat/307629975/,Москва,rent,flat,6,9,2,50.0,65000,0,пос. Ильинское-Усово, Архангельская,7,,
11,Домклик Аренда,real_estate_agent,https://krasnogorsk.cian.ru/rent/flat/307612019/,Москва,rent,flat,18,26,2,54.3,76500,0,,бульвар Космонавтов,17,Павшино,
12,ID 71428804,homeowner,https://krasnogorsk.cian.ru/rent/flat/307610690/,Москва,rent,flat,14,15,2,58.0,90000,0,,бульвар Павшинский,36,Павшино,
13,Лариса Кортунова,realtor,https://krasnogorsk.cian.ru/rent/flat/307607910/,Москва,rent,flat,6,23,2,65.0,60000,0,,Павшинская ,2,Павшино,
14,,,https://krasnogorsk.cian.ru/rent/flat/307584253/,Москва,rent,flat,12,24,2,58.0,86000,0,,,к17,Павшино,Спутник ЖК
15,,,https://krasnogorsk.cian.ru/rent/flat/307581832/,Москва,rent,flat,7,24,2,35.0,65000,0,,,к17,Павшино,Спутник ЖК
16,ID 121978713,homeowner,https://www.cian.ru/rent/flat/307546919/,Москва,rent,flat,14,25,2,52.0,70000,0,Кунцево,№ 100 кв-л,1к3,Павшино,
17,ID 269697,realtor,https://www.cian.ru/rent/flat/307526999/,Москва,rent,flat,6,22,2,36.0,60000,0,Кунцево,№ 100 кв-л,1к3,Павшино,
18,Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307454562/,Москва,rent,flat,3,25,2,50.1,70500,0,Кунцево,№ 100 кв-л,1к2,Павшино,
19,ID 15817680,homeowner,https://krasnogorsk.cian.ru/rent/flat/307412878/,Москва,rent,flat,4,8,2,70.0,70000,0,,,,,
20,ID 326680,realtor,https://krasnogorsk.cian.ru/rent/flat/307366060/,Москва,rent,flat,3,8,2,54.4,55000,0,д. Глухово, Романовская,17,,
21,EMPIRE HOME,real_estate_agent,https://krasnogorsk.cian.ru/rent/flat/307364763/,Москва,rent,flat,3,9,2,43.0,60000,0,пос. Ильинское-Усово, Заповедная,14,,
22,Ольга Титова,realtor,https://krasnogorsk.cian.ru/rent/flat/307320788/,Москва,rent,flat,2,18,2,58.0,65000,0,, Липовой Рощи,1к1,Павшино,
23,Кристина Захарова,realtor,https://www.cian.ru/rent/flat/307184321/,Москва,rent,flat,12,25,2,40.0,75000,0,Кунцево,№ 100 кв-л,1к3,Павшино,
24,Профессионал Недвижимость,real_estate_agent,https://krasnogorsk.cian.ru/rent/flat/307139255/,Москва,rent,flat,8,12,2,55.0,52000,0,, 50 лет Октября,4,Павшино,
25,Мария Дисяк,realtor,https://krasnogorsk.cian.ru/rent/flat/307101834/,Москва,rent,flat,4,6,2,52.0,60000,0,д. Глухово, Романовская,7,,
26,Самолет Плюс Королёв,real_estate_agent,https://krasnogorsk.cian.ru/rent/flat/307068902/,Москва,rent,flat,11,15,2,64.9,75000,0,,Ильинское шоссе,6,Павшино,
27,Макромир,real_estate_agent,https://krasnogorsk.cian.ru/rent/flat/306941747/,Москва,rent,flat,7,7,2,57.0,71000,0,д. Глухово, Романовская,11,,
