,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,LIFE ESTATE,real_estate_agent,https://www.cian.ru/rent/flat/307723993/,Москва,rent,flat,3,5,2,45.0,50000,0,Войковский, Адмирала Макарова,19К1,Водный стадион,
1,EstateLiga,real_estate_agent,https://www.cian.ru/rent/flat/307723878/,Москва,rent,flat,28,36,2,63.6,165000,0,Войковский,Головинское шоссе,10Б,Водный стадион,
2,Про Жильё,real_estate_agent,https://www.cian.ru/rent/flat/307721897/,Москва,rent,flat,3,17,2,60.0,90000,0,Ховрино, Ляпидевского,10,Водный стадион,
3,Про Жильё,real_estate_agent,https://www.cian.ru/rent/flat/307719767/,Москва,rent,flat,15,22,2,55.0,95000,0,Левобережный,Ленинградское шоссе,124К1,Водный стадион,
4,Оксана Штукатурова,realtor,https://www.cian.ru/rent/flat/307674639/,Москва,rent,flat,11,17,2,47.7,70000,0,Ховрино,Флотская ,17К2,Водный стадион,
5,AGORA,real_estate_agent,https://www.cian.ru/rent/flat/307668811/,Москва,rent,flat,7,8,2,75.0,145000,0,Войковский,Ленинградское шоссе,50,Водный стадион,
6,Chase R.E.S.,real_estate_agent,https://www.cian.ru/rent/flat/307663026/,Москва,rent,flat,24,26,2,70.0,135000,0,Головинский,Кронштадтский бульвар,6к3,Водный стадион,
7,BM-estate Восточный офис,real_estate_agent,https://www.cian.ru/rent/flat/307661637/,Москва,rent,flat,5,30,2,50.0,95000,0,Головинский,Головинское шоссе,7,Водный стадион,
8,Тимур Гарипов,realtor,https://www.cian.ru/rent/flat/307647249/,Москва,rent,flat,10,12,2,43.0,50000,0,Головинский, Лавочкина,18,Водный стадион,
9,KAIF,real_estate_agent,https://www.cian.ru/rent/flat/307631764/,Москва,rent,flat,10,22,2,60.0,150000,0,Левобережный,Ленинградское шоссе,69к2,Водный стадион,
10,Олимп плюс,real_estate_agent,https://www.cian.ru/rent/flat/307630878/,Москва,rent,flat,26,26,2,70.0,125000,0,Головинский,Кронштадтский бульвар,6к3,Водный стадион,
11,Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307630669/,Москва,rent,flat,5,9,2,43.0,87000,0,Левобережный,Фестивальная ,3,Водный стадион,
12,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307627936/,Москва,rent,flat,3,5,2,56.0,90000,0,Ховрино, Ляпидевского,10,Водный стадион,
13,ID 21374,realtor,https://www.cian.ru/rent/flat/307625043/,Москва,rent,flat,5,22,2,63.0,110000,0,Головинский,Кронштадтский бульвар,9к3,Водный стадион,
14,AGORA,real_estate_agent,https://www.cian.ru/rent/flat/307609914/,Москва,rent,flat,3,21,2,57.0,130000,0,Головинский,Кронштадтский бульвар,9к3,Водный стадион,
