,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307743367/,Москва,rent,flat,9,12,2,52.0,65000,0,Строгино,Строгинский бульвар,17К1,Строгино,
1,BRIGHT ESTATE - загородная недвижимость,real_estate_agent,https://krasnogorsk.cian.ru/rent/flat/307721086/,Москва,rent,flat,2,8,2,78.0,270000,0,, Согласия,9/1,Строгино,
2,ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/307705500/,Москва,rent,flat,11,12,2,52.0,85000,0,Строгино,Строгинский бульвар,4К1,Строгино,
3,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307651335/,Москва,rent,flat,21,25,2,55.0,108000,0,Кунцево,№ 100 кв-л,1к2,Строгино,
4,ID 15248,realtor,https://www.cian.ru/rent/flat/307628633/,Москва,rent,flat,7,12,2,45.6,60000,0,Строгино,Неманский проезд,5К1,Строгино,
5,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307610225/,Москва,rent,flat,11,12,2,52.0,85000,0,Строгино,Строгинский бульвар,4К1,Строгино,
6,ID 122042433,homeowner,https://www.cian.ru/rent/flat/307607824/,Москва,rent,flat,11,12,2,52.0,85000,0,Строгино,Строгинский бульвар,4К1,Строгино,
7,Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307592382/,Москва,rent,flat,12,12,2,40.0,74000,0,Строгино, Маршала Катукова,25К1,Строгино,
8,,,https://krasnogorsk.cian.ru/rent/flat/307584253/,Москва,rent,flat,12,24,2,58.0,86000,0,,,к17,Строгино,Спутник ЖК
9,ЦДВ Инвест,real_estate_agent,https://www.cian.ru/rent/flat/307583777/,Москва,rent,flat,4,12,2,56.0,100000,0,Строгино, Маршала Катукова,12К1,Строгино,
10,,,https://krasnogorsk.cian.ru/rent/flat/307581832/,Москва,rent,flat,7,24,2,35.0,65000,0,,,к17,Строгино,Спутник ЖК
11,МИЭЛЬ,real_estate_agent,https://www.cian.ru/rent/flat/307574551/,Москва,rent,flat,18,28,2,53.0,95000,0,Строгино, Маршала Катукова,24к4,Строгино,
12,ID 76153282,homeowner,https://www.cian.ru/rent/flat/307569561/,Москва,rent,flat,2,12,2,50.0,95000,0,Строгино, Кулакова,19,Строгино,
13,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307566677/,Москва,rent,flat,8,12,2,46.0,80000,0,Строгино, Кулакова,15к1,Строгино,
14,Андрей Вокин,realtor,https://www.cian.ru/rent/flat/307565964/,Москва,rent,flat,8,12,2,51.0,75000,0,Строгино, Исаковского,2К2,Строгино,
15,ID 56608287,realtor,https://www.cian.ru/rent/flat/307556981/,Москва,rent,flat,4,34,2,98.6,115000,0,Строгино, Исаковского,39К1,Строгино,
16,ID 121978713,homeowner,https://www.cian.ru/rent/flat/307546919/,Москва,rent,flat,14,25,2,52.0,70000,0,Кунцево,№ 100 кв-л,1к3,Строгино,
17,ID 269697,realtor,https://www.cian.ru/rent/flat/307526999/,Москва,rent,flat,6,22,2,36.0,60000,0,Кунцево,№ 100 кв-л,1к3,Строгино,
18,Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307454562/,Москва,rent,flat,3,25,2,50.1,70500,0,Кунцево,№ 100 кв-л,1к2,Строгино,
19,Владимир Румянцев,realtor,https://www.cian.ru/rent/flat/307407755/,Москва,rent,flat,3,12,2,53.0,60000,0,Строгино, Исаковского,2К2,Строгино,
20,Ольга Титова,realtor,https://krasnogorsk.cian.ru/rent/flat/307320788/,Москва,rent,flat,2,18,2,58.0,65000,0,, Липовой Рощи,1к1,Строгино,
21,Кристина Захарова,realtor,https://www.cian.ru/rent/flat/307184321/,Москва,rent,flat,12,25,2,40.0,75000,0,Кунцево,№ 100 кв-л,1к3,Строгино,
22,ID 15779776,realtor,https://www.cian.ru/rent/flat/307114773/,Москва,rent,flat,1,4,2,42.0,55000,0,Кунцево, Новорублевская,6,Строгино,
23,Манхэттен эстейт,real_estate_agent,https://krasnogorsk.cian.ru/rent/flat/306936016/,Москва,rent,flat,25,33,2,64.0,75000,0,, Липовой Рощи,1к3,Строгино,
24,O.M.GROUP,real_estate_agent,https://www.cian.ru/rent/flat/306771010/,Москва,rent,flat,8,29,2,58.0,90000,0,Строгино, Маршала Катукова,24к6,Строгино,
25,МИЭЛЬ,real_estate_agent,https://www.cian.ru/rent/flat/306400299/,Москва,rent,flat,11,16,2,54.0,65000,0,Строгино,Неманский проезд,1к1,Строгино,
26,Лариса Рассказова,realtor,https://www.cian.ru/rent/flat/306398837/,Москва,rent,flat,14,16,2,57.7,70000,0,Строгино,Таллинская ,2,Строгино,
27,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/305837598/,Москва,rent,flat,16,25,2,39.0,75000,0,Кунцево,№ 100 кв-л,1к2,Строгино,
