,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,ID 121975883,homeowner,https://www.cian.ru/rent/flat/307542707/,Москва,rent,flat,14,22,1,45.0,60000,0,Левобережный,Фестивальная ,41к4,Беломорская,
1,ID 16356,realtor,https://www.cian.ru/rent/flat/307458457/,Москва,rent,flat,13,22,1,45.0,55000,0,Левобережный,Фестивальная ,41к3,Беломорская,
2,ID 103559716,homeowner,https://www.cian.ru/rent/flat/307435086/,Москва,rent,flat,13,17,1,54.0,90000,0,Левобережный,Беломорская ,22,Беломорская,
3,ID 233883,homeowner,https://www.cian.ru/rent/flat/307415367/,Москва,rent,flat,20,25,1,39.6,70000,0,Ховрино,Левобережная ,4к11,Беломорская,
4,Анна Смирнова,realtor,https://www.cian.ru/rent/flat/307412977/,Москва,rent,flat,2,17,1,37.8,52000,0,Ховрино,Фестивальная ,73К1,Беломорская,
5,Парус,real_estate_agent,https://khimki.cian.ru/rent/flat/307391887/,Москва,rent,flat,10,25,1,40.0,50000,0,, Горшина,2,Беломорская,
6,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307385474/,Москва,rent,flat,6,8,1,31.0,65000,0,Левобережный,Прибрежный проезд,8,Беломорская,
7,ID 419998,unknown,https://www.cian.ru/rent/flat/307313700/,Москва,rent,flat,11,17,1,37.1,55000,0,Ховрино,Фестивальная ,22К2,Беломорская,
8,Наталья Анкудинова,realtor,https://khimki.cian.ru/rent/flat/307311705/,Москва,rent,flat,11,17,1,42.0,59998,0,,Молодежная ,2,Беломорская,
9,Real Market Estate,real_estate_agent,https://www.cian.ru/rent/flat/307304334/,Москва,rent,flat,4,12,1,38.0,42000,0,Левобережный,Прибрежный проезд,7,Беломорская,
10,Марина Дудоладова,realtor,https://www.cian.ru/rent/flat/307269504/,Москва,rent,flat,4,10,1,52.0,60000,0,Ховрино,Фестивальная ,22К1,Беломорская,
11,ID 88471578,homeowner,https://khimki.cian.ru/rent/flat/307226566/,Москва,rent,flat,19,25,1,51.0,65000,0,,Юбилейный проспект,66д,Беломорская,
12,МИЭЛЬ,real_estate_agent,https://khimki.cian.ru/rent/flat/307103520/,Москва,rent,flat,4,15,1,42.0,48000,0,, Академика Грушина,10,Беломорская,
13,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307098950/,Москва,rent,flat,32,35,1,46.0,90000,0,Левобережный,Фестивальная ,29,Беломорская,
14,Галина Шанина,realtor,https://khimki.cian.ru/rent/flat/307095155/,Москва,rent,flat,5,10,1,40.0,48000,0,, Германа Титова,12к1,Беломорская,
15,ID 98268601,homeowner,https://www.cian.ru/rent/flat/307053611/,Москва,rent,flat,5,17,1,47.0,65000,0,Левобережный,Ленинградское шоссе,122,Беломорская,
16,Наталья Караман,realtor,https://krasnogorsk.cian.ru/rent/flat/306938658/,Москва,rent,flat,12,15,1,39.0,50000,0,д. Путилково, Вольная,2,,
17,ID 48672888,unknown,https://www.cian.ru/rent/flat/306936603/,Москва,rent,flat,16,20,1,54.0,150000,0,Левобережный,,С1,Беломорская,Акватория ЖК
18,ID 13854370,homeowner,https://www.cian.ru/rent/flat/306575985/,Москва,rent,flat,25,35,1,48.3,50000,0,Левобережный,Фестивальная ,29,Беломорская,
19,Яндекс Аренда,real_estate_agent,https://khimki.cian.ru/rent/flat/306481595/,Москва,rent,flat,1,17,1,36.0,49500,0,, Германа Титова,5к2,Беломорская,
20,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/306414859/,Москва,rent,flat,16,33,1,47.0,92000,0,Левобережный,Смольная ,49,Беломорская,
21,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/306104517/,Москва,rent,flat,3,16,1,40.0,82000,0,Левобережный,Прибрежный проезд,3,Беломорская,
22,ID 97556565,homeowner,https://www.cian.ru/rent/flat/305618064/,Москва,rent,flat,3,16,1,38.0,85000,0,Левобережный,Прибрежный проезд,3,Беломорская,
23,ID 62398309,homeowner,https://www.cian.ru/rent/flat/304133266/,Москва,rent,flat,32,35,1,46.0,90000,0,Левобережный,Фестивальная ,29,Беломорская,
24,Ирина Мел,realtor,https://krasnogorsk.cian.ru/rent/flat/300529913/,Москва,rent,flat,15,15,1,42.0,80000,0,д. Путилково, Вольная,2,,
25,Советник по недвижимости,real_estate_agent,https://khimki.cian.ru/rent/flat/300427564/,Москва,rent,flat,1,17,1,38.0,46000,0,, Бабакина,5,Беломорская,
26,ID 13893490,realtor,https://khimki.cian.ru/rent/flat/299202583/,Москва,rent,flat,8,9,1,41.0,42000,0,, Кирова,26,Беломорская,
27,ID 70483631,unknown,https://khimki.cian.ru/rent/flat/299202110/,Москва,rent,flat,12,12,1,38.3,40000,0,, Гоголя,8/2,Беломорская,
