,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,ID 70998264,unknown,https://www.cian.ru/rent/flat/307772802/,Москва,rent,flat,3,8,3,77.0,90000,0,Донской,Варшавское шоссе,10К1,Верхние котлы,
1,ОХОТНЫЙ РЯД офис Тверская,real_estate_agent,https://www.cian.ru/rent/flat/307633810/,Москва,rent,flat,1,14,3,70.0,80000,0,Донской,Загородное шоссе,10К1,Верхние котлы,
2,ID 8351,realtor,https://www.cian.ru/rent/flat/307554217/,Москва,rent,flat,4,9,3,84.0,170000,0,Даниловский,Даниловская набережная,2к1,Верхние котлы,
3,Аспект-Недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/307474141/,Москва,rent,flat,23,24,3,67.0,200000,0,Донской,Новоданиловская набережная,8к2,Верхние котлы,
4,На Петровке,real_estate_agent,https://www.cian.ru/rent/flat/307430530/,Москва,rent,flat,2,16,3,65.0,95000,0,Донской,Загородное шоссе,3К3,Верхние котлы,
5,Людмила Овсянникова,realtor,https://www.cian.ru/rent/flat/307229660/,Москва,rent,flat,3,24,3,64.1,160000,0,Донской,,к1,Верхние котлы,Новоданиловская 8 ЖК
6,ID 16775602,realtor,https://www.cian.ru/rent/flat/307199227/,Москва,rent,flat,13,14,3,76.4,130000,0,Донской,Севастопольский проспект,5АК1,Верхние котлы,
7,Холдинг Профи,real_estate_agent,https://www.cian.ru/rent/flat/307183269/,Москва,rent,flat,7,24,3,65.0,244999,0,Донской,Новоданиловская набережная,8к2,Верхние котлы,
8,Елена Витченко,realtor,https://www.cian.ru/rent/flat/306969815/,Москва,rent,flat,2,9,3,56.3,100000,0,Донской,Загородное шоссе,15К2,Верхние котлы,
9,Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/306925945/,Москва,rent,flat,3,5,3,75.0,94500,0,Донской,Севастопольский проспект,7К1,Верхние котлы,
10,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/306147579/,Москва,rent,flat,4,4,3,125.0,350000,0,Донской,Варшавское шоссе,9с28,Верхние котлы,
11,Илья Исаков,realtor,https://www.cian.ru/rent/flat/306121335/,Москва,rent,flat,8,11,3,89.0,65000,0,Донской,Варшавское шоссе,2,Верхние котлы,
12,Оксана Терещенко,realtor,https://www.cian.ru/rent/flat/302040162/,Москва,rent,flat,21,24,3,65.0,190000,0,Донской,,к3,Верхние котлы,Новоданиловская 8 ЖК
13,Verges of estate,real_estate_agent,https://www.cian.ru/rent/flat/297210253/,Москва,rent,flat,10,30,3,68.0,205000,0,Донской,Новоданиловская набережная,8,Верхние котлы,
14,Игорь Довгань,realtor,https://www.cian.ru/rent/flat/296599952/,Москва,rent,flat,3,5,3,55.4,87500,0,Даниловский,3-й Павелецкий проезд,9,Верхние котлы,
15,Паскаль,real_estate_agent,https://www.cian.ru/rent/flat/290630356/,Москва,rent,flat,15,24,3,75.0,150000,0,Донской,Новоданиловская набережная,8,Верхние котлы,
16,Проперти фо пипл,real_estate_agent,https://www.cian.ru/rent/flat/307430864/,Москва,rent,flat,4,10,4,96.0,100000,0,Даниловский,Люсиновская ,53,Серпуховская,
17,Алеся Лунина,realtor,https://www.cian.ru/rent/flat/307706648/,Москва,rent,flat,6,8,3,75.0,80000,0,Нагатино-Садовники,Каширское шоссе,5К1,Нахимовский проспект,
18,ID 21239956,realtor,https://www.cian.ru/rent/flat/307570941/,Москва,rent,flat,20,41,4,100.0,100000,0,Раменки,1-й Сетуньский проезд,8,Кутузовская,
19,Вадим Завадский,realtor,https://www.cian.ru/rent/flat/307704345/,Москва,rent,flat,7,15,3,65.0,150000,0,Нагатинский затон, Корабельная,15,Нагатинский Затон,
20,Столичный квартал,real_estate_agent,https://www.cian.ru/rent/flat/222881563/,Москва,rent,flat,21,25,2,60.0,80000,0,Нагорный,Электролитный проезд,16к3,Нагорная,
21,ID 99241024,homeowner,https://www.cian.ru/rent/flat/297445018/,Москва,rent,flat,6,18,3,92.4,170000,0,Академический, Дмитрия Ульянова,6к1,Академическая,
22,ID 40430859,homeowner,https://www.cian.ru/rent/flat/271620360/,Москва,rent,flat,6,16,2,54.0,89000,0,Даниловский,Большая Тульская ,2,Тульская,
23,Penny Lane Moscow,real_estate_agent,https://www.cian.ru/rent/flat/307549492/,Москва,rent,flat,3,33,3,100.0,120000,0,Нагатино-Садовники,1-й Нагатинский проезд,11к3,Нагатинская,
24,Вячеслав Кан,realtor,https://www.cian.ru/rent/flat/307391162/,Москва,rent,flat,13,14,3,76.0,85000,0,Ломоносовский, Гарибальди,10К4,Новые Черёмушки,
