,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307756638/,Москва,rent,flat,10,17,1,39.0,65000,0,Бутырский, Гончарова,15,Бутырская,
1,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307756594/,Москва,rent,flat,12,30,1,31.0,98000,0,Тимирязевский,Дмитровский проезд,1,Бутырская,
2,AGORA,real_estate_agent,https://www.cian.ru/rent/flat/307740508/,Москва,rent,flat,12,28,1,29.0,98000,0,Тимирязевский,Дмитровский проезд,1,Бутырская,
3,Про Жильё,real_estate_agent,https://www.cian.ru/rent/flat/307699473/,Москва,rent,flat,7,10,1,20.0,55000,0,Останкинский,Шереметьевская ,85С2,Бутырская,
4,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/rent/flat/307685708/,Москва,rent,flat,52,59,1,40.0,150000,0,Тимирязевский,Дмитровский проезд,1,Бутырская,
5,ID 87645161,homeowner,https://www.cian.ru/rent/flat/307652233/,Москва,rent,flat,10,27,1,39.5,120000,0,Бутырский, Руставели,16к2,Бутырская,
6,ID 122072003,homeowner,https://www.cian.ru/rent/flat/307628987/,Москва,rent,flat,10,17,1,39.7,65000,0,Бутырский, Гончарова,15,Бутырская,
7,Алена Парвицкая,realtor,https://www.cian.ru/rent/flat/307530829/,Москва,rent,flat,36,58,1,40.0,125000,0,Тимирязевский,Дмитровский проезд,1,Бутырская,
8,Замоскворечье,real_estate_agent,https://www.cian.ru/rent/flat/307216890/,Москва,rent,flat,3,5,1,40.0,70000,0,Останкинский,Шереметьевская ,85С1,Бутырская,
9,EuroDoma,real_estate_agent,https://www.cian.ru/rent/flat/304137242/,Москва,rent,flat,5,9,1,33.0,60000,0,Марьина роща,Старомарьинское шоссе,11,Бутырская,
10,ID 15523190,unknown,https://www.cian.ru/rent/flat/286850565/,Москва,rent,flat,13,24,1,30.0,80000,0,Бутырский, Фонвизина,18,Бутырская,
11,ID 49045711,unknown,https://www.cian.ru/rent/flat/278946936/,Москва,rent,flat,3,14,1,36.0,60000,0,Марьина роща,проезд 17-й Марьиной рощи,2,Бутырская,
12,Монолит,real_estate_agent,https://www.cian.ru/rent/flat/275184661/,Москва,rent,flat,1,8,1,51.0,70000,0,Бутырский, Добролюбова,18,Бутырская,
13,MARNIS-GROUP,real_estate_agent,https://www.cian.ru/rent/flat/290909514/,Москва,rent,flat,6,9,1,32.0,42000,0,Свиблово,проезд Русанова,35,Свиблово,
14,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307605462/,Москва,rent,flat,1,5,1,31.0,50000,0,Тимирязевский,Астрадамская ,1К2,Дмитровская,
15,Вячеслав Гордеев,realtor,https://www.cian.ru/rent/flat/307631791/,Москва,rent,flat,1,5,2,45.0,65000,0,Тверской,Угловой переулок,21,Савёловская,
16,Азбука Жилья Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307584262/,Москва,rent,flat,6,12,2,38.0,65000,0,Алексеевский,Новоалексеевская ,4К2,Алексеевская,
17,ID 11630609,homeowner,https://www.cian.ru/rent/flat/299551839/,Москва,rent,flat,1,5,1,31.0,70000,0,Марьина роща, Сущевский Вал,67,Марьина Роща,
18,ID 122008115,realtor,https://www.cian.ru/rent/flat/307575538/,Москва,rent,flat,1,6,1,42.3,55000,0,Марьина роща,площадь Борьбы,13,Достоевская,
19,ID 15595424,homeowner,https://www.cian.ru/rent/flat/307504251/,Москва,rent,flat,14,33,2,42.0,65000,0,Отрадное,,1.1,Владыкино,Сигнальный 16 ЖК
20,СТОЛИЦА Департамент недвижимости,real_estate_agent,https://www.cian.ru/rent/flat/307454901/,Москва,rent,flat,5,12,2,48.0,60000,0,Марьина роща, 4-я Марьиной рощи,6,Марьина Роща,
21,Золотой ключ,real_estate_agent,https://www.cian.ru/rent/flat/307534474/,Москва,rent,flat,11,12,2,38.0,70000,0,Мещанский,Капельский переулок,3,Проспект Мира,
22,ID 122068143,realtor,https://www.cian.ru/rent/flat/307626016/,Москва,rent,flat,9,9,1,33.0,60000,0,Тимирязевский,Тимирязевская ,9,Дмитровская,
23,ID 49550815,realtor,https://www.cian.ru/rent/flat/300352634/,Москва,rent,flat,21,22,1,44.0,65000,0,Алексеевский,Маломосковская ,21К3,ВДНХ,
24,МГН-495,real_estate_agent,https://www.cian.ru/rent/flat/307649731/,Москва,rent,flat,3,16,1,38.0,60000,0,Бутырский, Яблочкова,43А,Петровско-Разумовская,
