,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,Megapolis Estate,real_estate_agent,https://www.cian.ru/rent/flat/307781866/,Москва,rent,flat,3,5,3,80.0,120000,0,Филевский парк,Большая Филевская ,14К1,Фили,
1,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307780328/,Москва,rent,flat,4,12,3,80.0,200000,0,Дорогомилово,площадь Победы,2К2,Фили,
2,Парус,real_estate_agent,https://www.cian.ru/rent/flat/307747787/,Москва,rent,flat,19,29,3,64.0,160000,0,Хорошево-Мневники,Шелепихинская набережная,34к4,Фили,
3,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307723018/,Москва,rent,flat,22,31,3,75.0,160000,0,Филевский парк,Береговой проезд,5к1,Фили,
4,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307673378/,Москва,rent,flat,19,24,3,64.0,160000,0,Хорошево-Мневники,Шелепихинская набережная,34к4,Фили,
5,АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/307650971/,Москва,rent,flat,19,29,3,70.0,160000,0,Хорошево-Мневники,Шелепихинская набережная,34к4,Фили,
6,ИНКОМ-Недвижимость. Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307628886/,Москва,rent,flat,2,20,3,70.0,165000,0,Филевский парк,Большая Филевская ,3к4,Фили,
7,GARUDA РИЭЛТИ,real_estate_agent,https://www.cian.ru/rent/flat/307611361/,Москва,rent,flat,7,20,3,74.0,275000,0,Филевский парк,Большая Филевская ,3к3,Фили,
8,Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307581867/,Москва,rent,flat,4,9,3,84.0,250000,0,Филевский парк,Большая Филевская ,16,Фили,
9,Светлана Куркова,realtor,https://www.cian.ru/rent/flat/307569478/,Москва,rent,flat,9,30,3,80.0,260000,0,Филевский парк,Большая Филевская ,3к2,Фили,
10,Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307567710/,Москва,rent,flat,14,22,3,78.0,110000,0,Филевский парк,Филевский бульвар,41,Фили,
11,Las Vegas,real_estate_agent,https://www.cian.ru/rent/flat/307567069/,Москва,rent,flat,19,25,3,64.0,160000,0,Хорошево-Мневники,Шелепихинская набережная,34к4,Фили,
12,Las Vegas,real_estate_agent,https://www.cian.ru/rent/flat/307567068/,Москва,rent,flat,17,25,3,65.0,180000,0,Филевский парк,48-й кв-л,,Фили,Мой Адрес на Береговом ЖК
13,RENT_BAND,real_estate_agent,https://www.cian.ru/rent/flat/307553088/,Москва,rent,flat,3,20,3,75.0,160000,0,Филевский парк,Большая Филевская ,3к3,Фили,
14,AGORA,real_estate_agent,https://www.cian.ru/rent/flat/307538963/,Москва,rent,flat,4,12,3,80.0,200000,0,Дорогомилово,площадь Победы,2К2,Фили,
15,Елена Ганшина,realtor,https://www.cian.ru/rent/flat/307526763/,Москва,rent,flat,11,29,3,58.0,190000,0,Хорошево-Мневники,Шелепихинская набережная,34к4,Фили,
16,Максим Емельянов,realtor,https://www.cian.ru/rent/flat/307507576/,Москва,rent,flat,10,42,3,72.1,230000,0,Филевский парк,Багратионовский проезд,5Ак1,Фили,
17,Intermark Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/307400203/,Москва,rent,flat,6,9,3,82.0,140000,0,Филевский парк,Большая Филевская ,16к1,Фили,
18,ЖИR Private,real_estate_agent,https://www.cian.ru/rent/flat/307387509/,Москва,rent,flat,6,20,3,60.0,180000,0,Филевский парк,Большая Филевская ,3к2,Фили,
19,Никита Перекальский,realtor,https://www.cian.ru/rent/flat/307385584/,Москва,rent,flat,5,16,3,65.0,174500,0,Филевский парк,Большая Филевская ,4,Фили,
20,ID 10772484,homeowner,https://www.cian.ru/rent/flat/307368191/,Москва,rent,flat,7,32,3,97.6,36000,0,Хорошево-Мневники,Причальный проезд,10к2,Фили,
21,ID 66993770,unknown,https://www.cian.ru/rent/flat/307327294/,Москва,rent,flat,18,20,3,80.0,250000,0,Филевский парк,Большая Филевская ,3к3,Фили,
22,AGORA,real_estate_agent,https://www.cian.ru/rent/flat/307261275/,Москва,rent,flat,22,31,3,75.0,160000,0,Филевский парк,Береговой проезд,5к1,Фили,
23,RENT_BAND,real_estate_agent,https://www.cian.ru/rent/flat/307245221/,Москва,rent,flat,3,20,3,75.0,170000,0,Филевский парк,Большая Филевская ,3к3,Фили,
24,Las Vegas,real_estate_agent,https://www.cian.ru/rent/flat/307220502/,Москва,rent,flat,20,47,3,83.0,225000,0,Филевский парк,Багратионовский проезд,5Ак1,Фили,
25,EstateLiga,real_estate_agent,https://www.cian.ru/rent/flat/307200656/,Москва,rent,flat,9,20,3,60.0,170000,0,Филевский парк,Большая Филевская ,3к3,Фили,
26,CENTURY 21 RnB Estate,real_estate_agent,https://www.cian.ru/rent/flat/307149129/,Москва,rent,flat,4,12,3,80.0,200000,0,Дорогомилово,площадь Победы,2К2,Фили,
27,ФЛЭТВИЛЬ,real_estate_agent,https://www.cian.ru/rent/flat/307089943/,Москва,rent,flat,5,16,3,59.4,155000,0,Филевский парк,Большая Филевская ,4,Фили,
28,Unique Property,real_estate_agent,https://www.cian.ru/rent/flat/307044072/,Москва,rent,flat,4,12,3,80.0,200000,0,Дорогомилово,площадь Победы,2К2,Фили,
29,Адрес,real_estate_agent,https://www.cian.ru/rent/flat/307033433/,Москва,rent,flat,5,14,3,79.5,120000,0,Филевский парк,Кастанаевская ,12к1,Фили,
30,МОСКВА СИТИ,real_estate_agent,https://www.cian.ru/rent/flat/306909178/,Москва,rent,flat,2,13,3,80.0,200000,0,Филевский парк,Береговой проезд,1Б,Фили,
31,Юлия Портнова,realtor,https://www.cian.ru/rent/flat/306828575/,Москва,rent,flat,3,20,3,75.0,170000,0,Филевский парк,Большая Филевская ,3к3,Фили,
32,ID 17069,realtor,https://www.cian.ru/rent/flat/306681093/,Москва,rent,flat,12,20,3,100.0,400000,0,Филевский парк,Большая Филевская ,3к1,Фили,
33,Валентина Свердликова,realtor,https://www.cian.ru/rent/flat/306679591/,Москва,rent,flat,2,8,3,76.0,140000,0,Филевский парк,Новозаводская ,8,Фили,
34,Холдинг Профи,real_estate_agent,https://www.cian.ru/rent/flat/306411662/,Москва,rent,flat,3,16,3,74.0,176888,0,Филевский парк,Большая Филевская ,4,Фили,
35,Никита Перекальский,realtor,https://www.cian.ru/rent/flat/306378572/,Москва,rent,flat,4,9,3,62.0,160000,0,Филевский парк,Береговой проезд,3,Фили,
36,ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/306316419/,Москва,rent,flat,22,25,3,90.0,200000,0,Филевский парк,Береговой проезд,5Ак7,Фили,
37,Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/306111885/,Москва,rent,flat,10,28,3,70.0,231000,0,Филевский парк,Береговой проезд,1Б,Фили,
38,ID 520730,realtor,https://www.cian.ru/rent/flat/305536495/,Москва,rent,flat,17,20,3,57.6,180000,0,Филевский парк,Большая Филевская ,3к4,Фили,
39,ID 90202410,homeowner,https://www.cian.ru/rent/flat/304723350/,Москва,rent,flat,16,28,3,84.0,400000,0,Филевский парк,Береговой проезд,1Б,Фили,
40,ID 66982795,real_estate_agent,https://www.cian.ru/rent/flat/303922103/,Москва,rent,flat,24,25,3,86.7,350000,0,Филевский парк,Береговой проезд,5Ак7,Фили,
41,U-Estate,real_estate_agent,https://www.cian.ru/rent/flat/295072727/,Москва,rent,flat,19,29,3,64.0,180000,0,Хорошево-Мневники,Шелепихинская набережная,34к4,Фили,
42,ID 221555,realtor,https://www.cian.ru/rent/flat/289256520/,Москва,rent,flat,9,22,3,120.0,150000,0,Филевский парк,Кастанаевская ,18,Фили,
43,Светлана Пашкова,realtor,https://www.cian.ru/rent/flat/248427588/,Москва,rent,flat,6,18,3,100.0,135000,0,Филевский парк,Филевский бульвар,24к2,Фили,
44,ID 41466343,homeowner,https://www.cian.ru/rent/flat/218141332/,Москва,rent,flat,14,22,3,78.0,110000,0,Филевский парк,Филевский бульвар,41,Фили,
45,ID 100465345,homeowner,https://www.cian.ru/rent/flat/307552263/,Москва,rent,flat,3,41,3,82.0,150000,0,Хорошевский,Ленинградский проспект,37/6,Аэропорт,
46,ID 96700206,unknown,https://www.cian.ru/rent/flat/289439330/,Москва,rent,flat,22,27,3,85.0,180000,0,Хорошевский,Хорошевское шоссе,16к2,Беговая,
47,ID 48464686,realtor,https://www.cian.ru/rent/flat/307113498/,Москва,rent,flat,15,23,3,75.0,150000,0,Очаково-Матвеевское,Веерная ,26А,Матвеевская,
48,ID 12730904,official_representative,https://www.cian.ru/rent/flat/291746518/,Москва,rent,flat,12,29,3,65.0,154990,0,Фили-Давыдково, Ивана Франко,6,Кунцевская,
49,ID 30970714,official_representative,https://www.cian.ru/rent/flat/307679647/,Москва,rent,flat,12,31,3,65.0,200000,0,Фили-Давыдково, Ивана Франко,6,Кунцевская,
50,ID 8618,realtor,https://www.cian.ru/rent/flat/307581705/,Москва,rent,flat,20,25,2,60.0,135000,0,Филевский парк,Береговой проезд,5Ак7,Фили,
51,АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/307533209/,Москва,rent,flat,10,20,2,40.0,140000,0,Филевский парк,Большая Филевская ,3к3,Фили,
