,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,Мегаквартал,real_estate_agent,https://www.cian.ru/rent/flat/307718730/,Москва,rent,flat,3,3,2,60.0,35000,0,, Вышгородская,14,Апрелевка,
1,ИПОМАКС,real_estate_agent,https://www.cian.ru/rent/flat/307707863/,Москва,rent,flat,4,9,2,42.0,35000,0,,,14,Апрелевка,
2,Сергей Яковлев,realtor,https://naro-fominsk.cian.ru/rent/flat/307679781/,Москва,rent,flat,2,5,2,55.0,35000,0,Селятино рп, Спортивная,44,,
3,Татьяна Шотова,realtor,https://naro-fominsk.cian.ru/rent/flat/307674220/,Москва,rent,flat,3,3,2,45.0,40000,0,,,,,
4,ID 67874273,realtor,https://aprelevka.cian.ru/rent/flat/307639308/,Москва,rent,flat,12,14,2,56.0,50000,0,, Парковая,3,Апрелевка,
5,ID 99973557,realtor,https://www.cian.ru/rent/flat/307619785/,Москва,rent,flat,6,11,2,77.5,60000,0,, Семена Гордого,12,Апрелевка,
6,DREAM HOUSE,real_estate_agent,https://www.cian.ru/rent/flat/307582390/,Москва,rent,flat,3,3,2,52.0,35000,0,, Вышгородская,14,Апрелевка,
7,ID 307527,unknown,https://www.cian.ru/rent/flat/307569912/,Москва,rent,flat,3,9,2,72.0,80000,0,, Семена Гордого,1,Апрелевка,
8,ID 121975569,homeowner,https://odintsovo.cian.ru/rent/flat/307541783/,Москва,rent,flat,3,4,2,40.0,40000,0,пос. Летний Отдых,Зеленая ,3,,
9,Самолет плюс Московский,real_estate_agent,https://aprelevka.cian.ru/rent/flat/307497411/,Москва,rent,flat,2,10,2,46.3,49000,0,, Ясная,3,Апрелевка,
10,ID 12204,realtor,https://aprelevka.cian.ru/rent/flat/307432398/,Москва,rent,flat,3,5,2,45.0,42000,0,, Кирова,19,Апрелевка,
11,ID 12933806,realtor,https://aprelevka.cian.ru/rent/flat/307416441/,Москва,rent,flat,9,19,2,44.0,60000,0,, Ясная,1,Апрелевка,
12,Виктор Вовк,realtor,https://krasnoznamensk.cian.ru/rent/flat/307412966/,Москва,rent,flat,7,17,2,76.0,53000,0,, Связистов,12/2,Апрелевка,
13,ID 105299545,homeowner,https://aprelevka.cian.ru/rent/flat/307113576/,Москва,rent,flat,8,15,2,53.7,55000,0,, Дубки,15,Апрелевка,
14,ID 82886436,realtor,https://www.cian.ru/rent/flat/306886846/,Москва,rent,flat,2,5,2,72.0,55000,0,Новая Москва, Школьная,13к2,Апрелевка,
15,Манхэттен эстейт,real_estate_agent,https://aprelevka.cian.ru/rent/flat/306350113/,Москва,rent,flat,5,12,2,67.0,65000,0,, Жасминовая,6,Апрелевка,
16,ID 120596002,homeowner,https://naro-fominsk.cian.ru/rent/flat/306131727/,Москва,rent,flat,3,5,2,47.0,29000,0,Калининец рп, Фабричная,8,,
17,Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/304516783/,Москва,rent,flat,4,9,2,72.0,94500,0,, Семена Гордого,3,Апрелевка,
18,ID 58020964,homeowner,https://www.cian.ru/rent/flat/302319010/,Москва,rent,flat,2,5,2,44.0,35000,0,,,1,Апрелевка,
19,Владислав Сенатор,realtor,https://naro-fominsk.cian.ru/rent/flat/299877901/,Москва,rent,flat,2,5,2,42.0,30000,0,Селятино рп, Больничная,23,,
20,EMPIRE HOME,real_estate_agent,https://naro-fominsk.cian.ru/rent/flat/296759418/,Москва,rent,flat,2,4,2,42.0,20000,0,,,,,
21,Денис Червяков,realtor,https://aprelevka.cian.ru/rent/flat/290014658/,Москва,rent,flat,5,9,2,67.0,50000,0,,,к1,Апрелевка,Весна ЖК
22,ID 31432576,homeowner,https://aprelevka.cian.ru/rent/flat/289207732/,Москва,rent,flat,5,14,2,68.0,45000,0,, Островского,36,Апрелевка,
23,Татьяна Шотова,realtor,https://naro-fominsk.cian.ru/rent/flat/264931546/,Москва,rent,flat,4,5,2,50.0,40000,0,,,,,
24,ID 851,realtor,https://naro-fominsk.cian.ru/rent/flat/226511746/,Москва,rent,flat,1,2,2,54.0,35000,0,Селятино рп, Вокзальная,6,,
25,ID 315895,realtor,https://odintsovo.cian.ru/rent/flat/307534112/,Москва,rent,flat,3,3,2,50.0,35000,0,,,,,
26,ID 109107273,homeowner,https://odintsovo.cian.ru/rent/flat/307252823/,Москва,rent,flat,14,17,2,52.0,25000,0,, Триумфальная,4,Одинцово,
