,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
0,ID 31776857,homeowner,https://odintsovo.cian.ru/rent/flat/307724190/,Москва,rent,flat,4,4,2,58.6,50000,0,д. Митькино, Заречная,4,,
1,ID 91331,realtor,https://www.cian.ru/rent/flat/307724071/,Москва,rent,flat,10,14,2,39.8,50000,0,, Аэростатная,6к4,Крёкшино,
2,Мегаквартал,real_estate_agent,https://www.cian.ru/rent/flat/307718730/,Москва,rent,flat,3,3,2,60.0,35000,0,, Вышгородская,14,Крёкшино,
3,Сергей Яковлев,realtor,https://naro-fominsk.cian.ru/rent/flat/307679781/,Москва,rent,flat,2,5,2,55.0,35000,0,Селятино рп, Спортивная,44,,
4,Татьяна Шотова,realtor,https://naro-fominsk.cian.ru/rent/flat/307674220/,Москва,rent,flat,3,3,2,45.0,40000,0,,,,,
5,Самолет Плюс МСК Ленинский проспект,real_estate_agent,https://www.cian.ru/rent/flat/307671364/,Москва,rent,flat,5,14,2,33.2,55000,0,, Аэростатная,6к4,Крёкшино,
6,ID 67874273,realtor,https://aprelevka.cian.ru/rent/flat/307639308/,Москва,rent,flat,12,14,2,56.0,50000,0,, Парковая,3,Крёкшино,
7,ID 121976261,homeowner,https://www.cian.ru/rent/flat/307639132/,Москва,rent,flat,6,14,2,36.7,55000,0,, Аэростатная,6к6,Крёкшино,
8,Владис,real_estate_agent,https://www.cian.ru/rent/flat/307632057/,Москва,rent,flat,11,14,2,52.8,50000,0,, Аэростатная,6к3,Крёкшино,
9,ID 99973557,realtor,https://www.cian.ru/rent/flat/307619785/,Москва,rent,flat,6,11,2,77.5,60000,0,, Семена Гордого,12,Крёкшино,
10,DREAM HOUSE,real_estate_agent,https://www.cian.ru/rent/flat/307582390/,Москва,rent,flat,3,3,2,52.0,35000,0,, Вышгородская,14,Крёкшино,
11,ID 307527,unknown,https://www.cian.ru/rent/flat/307569912/,Москва,rent,flat,3,9,2,72.0,80000,0,, Семена Гордого,1,Крёкшино,
12,Самолет плюс Московский,real_estate_agent,https://aprelevka.cian.ru/rent/flat/307497411/,Москва,rent,flat,2,10,2,46.3,49000,0,, Ясная,3,Крёкшино,
13,ID 12204,realtor,https://aprelevka.cian.ru/rent/flat/307432398/,Москва,rent,flat,3,5,2,45.0,42000,0,, Кирова,19,Крёкшино,
14,ID 12933806,realtor,https://aprelevka.cian.ru/rent/flat/307416441/,Москва,rent,flat,9,19,2,44.0,60000,0,, Ясная,1,Крёкшино,
15,Алиса Максимова,realtor,https://www.cian.ru/rent/flat/307415424/,Москва,rent,flat,11,14,2,36.0,45000,0,, Аэростатная,6к3,Крёкшино,
16,Виктор Вовк,realtor,https://krasnoznamensk.cian.ru/rent/flat/307412966/,Москва,rent,flat,7,17,2,76.0,53000,0,, Связистов,12/2,Крёкшино,
17,ID 18118,realtor,https://www.cian.ru/rent/flat/307304318/,Москва,rent,flat,3,7,2,41.0,55000,0,, Медовая Долина,7к1,Крёкшино,
18,ID 88812188,homeowner,https://www.cian.ru/rent/flat/307220761/,Москва,rent,flat,9,14,2,32.8,60000,0,, Аэростатная,14к1,Крёкшино,
19,ID 64333698,realtor,https://golitsyno.cian.ru/rent/flat/307200464/,Москва,rent,flat,2,5,2,50.0,34000,0,,проспект Керамиков,88,Крёкшино,
20,ID 105299545,homeowner,https://aprelevka.cian.ru/rent/flat/307113576/,Москва,rent,flat,8,15,2,53.7,55000,0,, Дубки,15,Крёкшино,
21,ID 40124471,unknown,https://www.cian.ru/rent/flat/307046034/,Москва,rent,flat,9,14,2,38.0,50000,0,, Аэростатная,6к4,Крёкшино,
22,ID 82886436,realtor,https://www.cian.ru/rent/flat/306886846/,Москва,rent,flat,2,5,2,72.0,55000,0,Новая Москва, Школьная,13к2,Крёкшино,
23,Реалист,real_estate_agent,https://www.cian.ru/rent/flat/306882987/,Москва,rent,flat,15,16,2,55.8,43000,0,,проспект Октябрьский,13,Крёкшино,
24,ID 84627845,realtor,https://www.cian.ru/rent/flat/306835369/,Москва,rent,flat,11,15,2,35.0,60000,0,, Аэростатная,12к1,Крёкшино,
25,ID 99408691,homeowner,https://www.cian.ru/rent/flat/306423482/,Москва,rent,flat,8,14,2,36.6,48000,0,, Стожарова,11,Крёкшино,
26,Манхэттен эстейт,real_estate_agent,https://aprelevka.cian.ru/rent/flat/306350113/,Москва,rent,flat,5,12,2,67.0,65000,0,, Жасминовая,6,Крёкшино,
27,ID 120596002,homeowner,https://naro-fominsk.cian.ru/rent/flat/306131727/,Москва,rent,flat,3,5,2,47.0,29000,0,Калининец рп, Фабричная,8,,
